"PURCHASEID","COMPONENTID","PRICEPAID","QUANTITY","QUANTITYRECEIVED"
501,620,385.6,4,4
501,610,335.8,5,5
501,540,819.16,7,7
502,1510000,114.87,9,9
502,606500,43.48,84,84
502,607500,98.97,28,28
502,701000,28.98,9,9
502,703000,13.57,30,30
502,704000,13.17,86,86
502,706000,13.5,60,60
502,801000,28.26,9,9
502,804000,19.29,21,21
502,804500,20.41,40,40
502,805000,26.36,29,29
502,806000,15.39,85,85
502,1504000,76.96,28,28
502,1601000,87.12,2,2
502,1602000,89.77,21,21
502,1603000,57.58,39,39
502,1605400,86.55,28,28
502,1605600,37.67,84,84
502,1701110,116.23,2,2
502,1702000,117.82,21,21
502,1703000,68.98,39,39
502,1709000,112.49,28,28
502,1711000,44.99,84,84
502,203000,11.81,40,40
502,605000,49.35,39,39
502,1303000,11.59,69,69
502,104300,31.81,29,29
502,604000,58.12,21,21
502,102000,25.17,60,60
502,104000,30.27,39,39
502,201000,30.01,9,9
502,202000,13.41,21,21
502,205800,13.73,29,29
502,204800,11.21,86,86
502,101000,50.11,9,9
502,301000,57.51,9,9
502,302000,25.11,21,21
502,303000,20.47,40,40
502,304000,19.28,85,85
502,502000,31.37,21,21
502,505000,39.94,29,29
502,103500,16.35,85,85
502,504000,21.44,85,85
502,305000,24.77,29,29
502,503000,26.03,39,39
502,501000,90.63,9,9
502,405000,71.64,28,28
502,404000,65.98,84,84
502,403000,109.76,39,39
502,402000,144.76,21,21
502,401000,200.47,9,9
502,601000,119.93,9,9
503,1507000,120.33,39,39
503,1410000,206.45,19,19
503,1411000,196.93,60,60
503,1412000,209.65,2,2
504,1506000,128.12,11,11
505,902500,33.39,84,84
505,910000,35.3,9,9
505,911000,34.4,9,9
505,912000,27.09,21,21
505,913000,25.59,2,2
505,901000,48.95,29,29
506,1801000,17.6,58,58
506,1816000,16.75,79,79
506,1815000,16.57,42,42
506,1813000,15.47,3,3
506,1811000,15.19,168,168
506,1812000,16.96,37,37
507,807000,42.71,2,2
507,307000,404.03,2,2
507,1704000,249.47,18,18
507,1604000,163.04,18,18
507,608000,151.51,2,2
507,506000,170.61,1,1
507,423000,47.61,1,1
507,708000,63.42,2,2
508,1204000,60.8,18,18
509,1201000,21.8,29,29
510,1105000,10.77,40,40
510,1503000,12.85,86,86
510,1106000,10.07,30,30
510,1104000,10.53,1,1
510,1103000,10.12,21,21
510,1016000,7.24,21,21
510,1015000,7.44,40,40
510,914000,11.41,40,40
510,1107000,10.45,86,86
511,1509000,86.46,21,21
512,1001000,30.06,84,84
512,1002000,29.93,28,28
512,1011000,34.47,18,18
512,1013000,37.32,1,1
513,106000,50.33,10,10
513,709000,50.82,10,10
513,1101000,32.69,9,9
513,1102000,32.94,9,9
513,811000,25.18,9,9
513,507000,118.75,9,9
513,424000,22.68,10,10
513,207000,39.47,11,11
513,308000,97.68,9,9
513,609000,125.83,9,9
514,1302000,7.48,115,115
514,1304000,13.6,11,11
515,1401000,247.34,28,28
515,1402000,234.19,83,83
516,1206000,31.7,21,21
516,1207000,9.56,40,40
516,1209000,9.38,86,86
516,1205000,31.03,2,2
517,340,276.11,12,12
517,410,373.7,15,15
517,420,534.7,10,10
517,350,303.05,13,13
517,240,220.54,7,7
517,220,241.05,7,7
517,320,295.79,11,11
517,230,207.75,14,14
518,530,759.87,11,11
518,540,781.5,8,8
518,610,335.86,10,10
518,620,370.69,8,8
519,606500,45.54,77,77
519,805000,27.1,35,35
519,804500,19.2,40,40
519,804000,18.93,3,3
519,801000,27.36,15,15
519,704000,13.45,78,78
519,806000,14.4,78,78
519,607500,104.72,35,35
519,1602000,85.41,3,3
519,605000,49.13,40,40
519,701000,29.71,15,15
519,1303000,10.72,58,58
519,1504000,77.29,35,35
519,604000,55.75,3,3
519,1601000,86.52,3,3
519,703000,13.33,35,35
519,1603000,60.05,40,40
519,1605400,91.67,35,35
519,1605600,36.46,78,78
519,1701110,111.69,3,3
519,1702000,113.4,4,4
519,1703000,74.67,40,40
519,1709000,103.81,35,35
519,1711000,47.04,77,77
519,1510000,108.93,15,15
519,103500,16.78,78,78
519,706000,12.5,43,43
519,102000,26.15,43,43
519,601000,121.83,15,15
519,104000,29.98,41,41
519,104300,33.64,35,35
519,201000,30.34,15,15
519,202000,13.29,3,3
519,203000,11.71,41,41
519,204800,11.47,78,78
519,205800,14.93,35,35
519,301000,55.37,16,16
519,302000,23.56,3,3
519,405000,73.41,35,35
519,101000,51.13,15,15
519,505000,37.41,35,35
519,504000,20.82,77,77
519,503000,26.84,40,40
519,303000,19.76,40,40
519,501000,94.88,15,15
519,404000,66.25,77,77
519,403000,106.55,40,40
519,402000,135.43,3,3
519,401000,192.05,16,16
519,305000,25.79,35,35
519,304000,18.7,78,78
519,502000,32.93,3,3
520,1412000,208.86,3,3
520,1507000,124.56,40,40
520,1410000,195.77,25,25
520,1411000,197.29,43,43
521,1506000,129.53,13,13
522,913000,26.36,2,2
522,901000,48.9,35,35
522,902500,32.16,78,78
522,910000,36.1,15,15
522,911000,35.85,10,10
522,912000,25.53,3,3
523,1816000,15.89,80,80
523,1815000,16.06,7,7
523,1813000,15.8,5,5
523,1812000,16.23,51,51
523,1801000,16.62,69,69
523,1811000,14.83,155,155
524,506000,160.97,3,3
524,807000,44.46,3,3
524,1704000,251.7,25,25
524,1604000,167.1,26,26
524,608000,151.08,3,3
524,307000,406.45,3,3
524,423000,45.67,3,3
524,708000,63.92,3,3
525,1204000,60.42,25,25
526,1201000,23.24,35,35
527,1016000,7.23,3,3
527,1503000,12.78,78,78
527,1107000,9.94,79,79
527,1106000,10.67,35,35
527,1105000,10.47,41,41
527,1103000,10.7,2,2
527,1015000,7.49,42,42
527,914000,10.82,41,41
527,1104000,10.64,3,3
528,1509000,84.7,3,3
529,1011000,35.66,26,26
529,1002000,30.98,36,36
529,1001000,29.71,77,77
529,1013000,36.3,3,3
530,709000,47.57,10,10
530,1102000,33.82,10,10
530,811000,24.84,11,11
530,609000,126.64,10,10
530,507000,126.75,10,10
530,424000,23.34,10,10
530,308000,100.52,10,10
530,207000,38.97,13,13
530,106000,52.19,13,13
530,1101000,32.03,16,16
531,1302000,7.46,114,114
531,1304000,13.45,12,12
532,1401000,251.54,35,35
532,1402000,231.48,76,76
533,1207000,9.41,41,41
533,1209000,9.42,79,79
533,1205000,32.79,2,2
533,1206000,33.94,3,3
534,220,244.78,8,8
534,230,196.31,8,8
534,240,231.25,5,5
534,320,302.73,7,7
534,340,270.39,8,8
534,350,303.57,12,12
534,410,377.98,11,11
534,420,538.14,4,4
535,610,364.36,12,12
535,540,800.9,9,9
535,530,760.76,11,11
535,620,363.44,3,3
536,1605600,37.9,65,65
536,805000,28.34,22,22
536,606500,47.3,66,66
536,607500,106.69,21,21
536,701000,29.34,3,3
536,703000,13.53,22,22
536,704000,12.94,67,67
536,605000,50.97,32,32
536,706000,13.6,51,51
536,801000,27.52,2,2
536,804000,20.13,18,18
536,804500,19.48,33,33
536,806000,14.91,67,67
536,1303000,11.31,53,53
536,1504000,74.63,21,21
536,1510000,116,3,3
536,1601000,89.94,1,1
536,1602000,89.37,18,18
536,1605400,90.26,21,21
536,1702000,110.16,18,18
536,1701110,112.21,2,2
536,1703000,68.75,33,33
536,1711000,46.42,66,66
536,604000,56.84,18,18
536,1603000,58.58,33,33
536,303000,19.53,33,33
536,601000,122.27,3,3
536,102000,26.68,51,51
536,1709000,102.68,21,21
536,103500,15.81,67,67
536,101000,48.8,2,2
536,104000,28.91,33,33
536,104300,33.33,21,21
536,201000,31.28,2,2
536,202000,13.41,18,18
536,203000,11.72,33,33
536,204800,11.47,67,67
536,205800,13.87,22,22
536,302000,24.06,18,18
536,304000,20.24,67,67
536,305000,25.04,21,21
536,401000,202.52,2,2
536,402000,146.94,18,18
536,403000,108.44,32,32
536,404000,66.52,65,65
536,405000,74.05,21,21
536,501000,93.51,3,3
536,502000,33.14,18,18
536,503000,25.1,33,33
536,504000,21.44,67,67
536,505000,39.78,21,21
536,301000,57.39,2,2
537,1411000,211.68,50,50
537,1412000,199.45,2,2
537,1410000,201.73,12,12
537,1507000,119.56,32,32
538,1506000,131.39,10,10
539,901000,49.17,21,21
539,902500,33.58,65,65
539,910000,35.25,3,3
539,911000,35.43,9,9
539,912000,24.85,18,18
539,913000,26.37,2,2
540,1815000,16.95,35,35
540,1816000,16.67,65,65
540,1813000,16.45,4,4
540,1811000,14.39,132,132
540,1801000,17.72,43,43
540,1812000,15.86,24,24
541,708000,62.78,1,1
541,1704000,249.23,12,12
541,307000,389.59,2,2
541,807000,43.39,1,1
541,608000,163.09,1,1
541,506000,170.04,2,2
541,423000,43.34,2,2
541,1604000,165.2,12,12
542,1204000,57.43,12,12
543,1201000,22.76,22,22
544,1107000,10.19,67,67
544,1503000,13.18,67,67
544,1105000,10.51,33,33
544,1106000,10.28,21,21
544,1103000,10.08,18,18
544,1016000,6.99,17,17
544,1015000,7.4,33,33
544,914000,11.06,33,33
544,1104000,10.76,1,1
545,1509000,85.39,18,18
546,1001000,29.87,66,66
546,1002000,29.83,21,21
546,1011000,36.39,12,12
546,1013000,36.71,2,2
547,507000,122.57,9,9
547,1102000,31.41,9,9
547,1101000,33.99,2,2
547,811000,27.04,9,9
547,609000,134.57,9,9
547,424000,23.77,10,10
547,308000,97.64,9,9
547,207000,40.03,11,11
547,106000,50.44,11,11
547,709000,49.14,9,9
548,1302000,6.83,88,88
548,1304000,12.82,11,11
549,1401000,238.53,21,21
549,1402000,243.31,65,65
550,1206000,31.5,18,18
550,1207000,9.92,33,33
550,1209000,9.43,67,67
550,1205000,32.02,2,2
551,340,290.63,6,6
551,420,531.7,11,11
551,350,296.05,14,14
551,240,222.2,12,12
551,230,202.31,7,7
551,220,255.8,7,7
551,410,392.59,9,9
551,320,288.7,8,8
552,530,738.55,5,5
552,540,775.52,6,6
552,610,361.17,6,6
552,620,373.86,4,4
553,607500,106.57,20,20
553,303000,19.41,35,35
553,804500,20.07,35,35
553,804000,20,11,11
553,801000,27.38,9,9
553,706000,12.38,46,46
553,704000,12.54,75,75
553,805000,26.94,19,19
553,701000,30.07,9,9
553,1602000,91.75,12,12
553,606500,44.43,73,73
553,605000,47.95,35,35
553,703000,13.1,19,19
553,806000,15.36,74,74
553,1303000,11.2,56,56
553,1504000,79.98,19,19
553,1601000,87.31,1,1
553,1603000,58.54,34,34
553,1605400,86.9,19,19
553,1605600,36.54,74,74
553,1702000,117.41,12,12
553,1703000,73.85,34,34
553,1709000,104.23,19,19
553,1711000,42.98,74,74
553,604000,58.54,12,12
553,1510000,112.47,9,9
553,104000,29.54,35,35
553,101000,48.73,9,9
553,305000,23.93,19,19
553,103500,15.6,74,74
553,104300,30.95,19,19
553,201000,30.09,9,9
553,202000,13.06,11,11
553,203000,11.26,35,35
553,204800,12.28,75,75
553,205800,14.98,19,19
553,301000,54.04,9,9
553,302000,25.25,12,12
553,304000,20.04,74,74
553,401000,185.64,9,9
553,402000,138.28,12,12
553,403000,112.15,35,35
553,404000,65.62,73,73
553,405000,71.71,19,19
553,501000,92.18,9,9
553,502000,32.64,11,11
553,102000,24.78,46,46
553,503000,26.88,35,35
553,504000,21.38,74,74
553,505000,39.58,19,19
553,601000,122.23,9,9
554,1412000,203.47,1,1
554,1507000,121.92,35,35
554,1410000,200.62,21,21
554,1411000,201.37,46,46
555,1506000,127.74,13,13
556,912000,26.3,11,11
556,901000,46.43,19,19
556,902500,33.56,74,74
556,910000,36.29,9,9
556,911000,34.54,13,13
557,1816000,16.9,70,70
557,1815000,16.58,23,23
557,1813000,16.58,1,1
557,1812000,15.72,42,42
557,1801000,17.4,38,38
557,1811000,15.21,148,148
558,608000,158.13,1,1
558,1704000,261.95,21,21
558,1604000,162.14,21,21
558,708000,61.81,1,1
558,506000,166.17,1,1
558,307000,370.61,1,1
558,807000,43.41,1,1
559,1204000,60.79,22,22
560,1201000,22.15,19,19
561,1105000,10.77,35,35
561,1503000,13.56,75,75
561,1106000,10.68,20,20
561,1103000,10.38,11,11
561,1016000,7.46,12,12
561,1015000,6.93,36,36
561,914000,11.05,35,35
561,1107000,10.79,75,75
562,1509000,79.48,12,12
563,1001000,30.06,74,74
563,1002000,31.24,19,19
563,1011000,34.06,21,21
564,424000,22.81,12,12
564,1101000,33.08,9,9
564,811000,26.26,13,13
564,709000,49.44,12,12
564,1102000,32.25,12,12
564,308000,101.09,12,12
564,207000,40.04,12,12
564,106000,52.44,13,13
564,609000,123.76,12,12
564,507000,126.21,12,12
565,1302000,7.15,94,94
565,1304000,12.8,13,13
566,1401000,230.69,19,19
566,1402000,244.02,73,73
567,1207000,9.5,36,36
567,1209000,10.14,75,75
567,1206000,30.98,11,11
568,420,536.07,5,5
568,230,209.01,10,10
568,240,226.62,10,10
568,320,310,8,8
568,340,273.43,8,8
568,350,301.19,10,10
568,410,387.73,13,13
568,220,256.28,3,3
569,620,376.71,4,4
569,610,357.02,10,10
569,530,739.84,12,12
569,540,780.06,8,8
570,605000,50.75,46,46
570,606500,44.22,77,77
570,607500,105.11,34,34
570,701000,29.74,4,4
570,703000,12.6,35,35
570,704000,12.85,77,77
570,706000,12.6,66,66
570,801000,28.6,5,5
570,804000,20.19,19,19
570,804500,19.97,47,47
570,805000,27.32,35,35
570,604000,54.87,19,19
570,1504000,80.35,34,34
570,1303000,10.69,69,69
570,1601000,89.35,3,3
570,1602000,86.34,19,19
570,1603000,58.7,46,46
570,1605400,92.98,35,35
570,1605600,36.8,77,77
570,1701110,116.24,3,3
570,1702000,114.05,18,18
570,1703000,69.73,46,46
570,1709000,105.45,35,35
570,1711000,44.2,76,76
570,806000,14.76,78,78
570,303000,19.77,47,47
570,1510000,115.52,5,5
570,101000,48.58,5,5
570,102000,25.67,65,65
570,103500,16.76,78,78
570,104000,29.91,46,46
570,104300,31.95,35,35
570,201000,28.86,5,5
570,202000,13.4,19,19
570,203000,12,47,47
570,204800,11.56,78,78
570,205800,14.34,35,35
570,601000,112.57,5,5
570,302000,24.57,19,19
570,304000,19.79,77,77
570,305000,25.48,35,35
570,401000,198.19,5,5
570,402000,144.07,19,19
570,403000,114.94,45,45
570,404000,67.59,77,77
570,405000,74.7,35,35
570,501000,91.23,5,5
570,502000,31.14,19,19
570,503000,27.21,46,46
570,504000,21.49,77,77
570,505000,37.53,35,35
570,301000,54.02,5,5
571,1411000,198.17,65,65
571,1412000,196.98,3,3
571,1507000,125.51,46,46
571,1410000,194.8,11,11
572,1506000,126.57,9,9
573,901000,48.75,35,35
573,902500,32.52,77,77
573,910000,35.65,5,5
573,911000,35.95,6,6
573,912000,26.09,19,19
573,913000,25.65,3,3
574,1815000,16.41,38,38
574,1816000,16.17,92,92
574,1813000,15.76,5,5
574,1811000,14.63,154,154
574,1801000,16.08,70,70
574,1812000,16.09,22,22
661,1204000,61.12,44,44
662,1201000,21.99,20,20
663,1108000,10.74,23,23
663,1415000,19.16,11,11
663,1107000,10.05,23,23
663,1106000,9.98,34,34
663,1105000,10.69,18,18
663,1103000,10.42,4,4
663,1016000,7.18,8,8
663,1015000,6.91,18,18
663,903000,26.62,14,14
663,914000,10.71,9,9
663,1104000,10.26,10,10
663,1503000,12.38,23,23
664,1509000,85,5,5
665,1419000,72,2,2
666,1001000,31.3,56,56
666,1013000,35.03,13,13
666,1002000,29.65,11,11
666,1011000,37.26,10,10
667,709000,49,22,22
667,1605100,197.63,7,7
667,207000,40.12,28,28
667,1102000,33.39,23,23
667,1706000,216.6,5,5
667,1101000,33.16,1,1
667,811000,25.31,24,24
667,507000,127.3,28,28
667,424000,21.75,10,10
667,308000,99.37,28,28
667,106000,50.4,27,27
667,609000,135.78,27,27
667,407000,135.97,13,13
668,1301000,4.47,5,5
668,1302000,7.19,34,34
668,1304000,13.44,23,23
669,1401000,231.98,11,11
669,1416000,233.04,18,18
669,1402000,244.07,24,24
669,1402010,241.81,2,2
670,107000,55.75,22,22
670,107300,60.57,8,8
671,1803000,16.75,6,6
672,1205000,33.18,14,14
672,1206000,33.5,4,4
672,1207000,9.28,9,9
672,1209000,10.06,23,23
673,1817000,43.71,23,23
673,1819000,22.35,9,9
674,220,241.08,1,1
674,230,198.12,5,5
674,240,232.13,10,10
674,320,308.89,11,11
674,340,289.21,5,5
674,350,314.63,5,5
674,410,377.54,7,7
674,420,538.09,8,8
675,610,341.66,8,8
675,620,367.84,7,7
675,540,810,12,12
675,530,787.92,6,6
676,1603000,61.21,12,12
676,806000,15.3,15,15
676,607500,106.71,24,24
676,611000,177.42,35,35
676,701000,30.7,25,25
676,703000,13.14,24,24
676,705000,13.18,22,22
676,706000,13.5,11,11
676,717000,32.48,37,37
676,804500,18.81,11,11
676,605000,49.7,3,3
676,606500,45.12,15,15
676,815000,40.03,36,36
676,1113000,28.87,10,10
676,1303000,11.42,112,112
676,1504000,76.65,59,59
676,604000,53.78,8,8
676,1601000,93.22,25,25
676,801000,26.57,25,25
676,1605400,89.02,59,59
676,1605600,36.45,16,16
676,1701110,118.74,25,25
676,1703000,74.72,8,8
676,1703020,70.83,9,9
676,1709000,105.63,59,59
676,1711000,44.93,16,16
676,1510000,116.85,24,24
676,304000,19.78,16,16
676,601000,122.07,24,24
676,101000,50.82,25,25
676,102000,24.81,11,11
676,201000,28.7,25,25
676,202000,13.48,8,8
676,203000,12.09,3,3
676,204000,11.47,22,22
676,205000,13.96,31,31
676,208000,32.68,37,37
676,301000,56.47,24,24
676,805000,26.25,25,25
676,303000,19.94,3,3
676,305000,24.04,24,24
676,501000,91.55,24,24
676,509000,58.75,36,36
676,505000,38.88,24,24
676,504000,19.97,15,15
676,302000,25.23,8,8
676,502000,32.96,7,7
676,309000,55.04,36,36
676,422000,20.08,10,10
676,421000,33.37,29,29
676,406000,109.22,36,36
676,405000,75.52,24,24
676,404000,62.68,16,16
676,403000,106.03,3,3
676,503000,25.98,4,4
677,1410000,209.5,51,51
677,1507000,124.41,12,12
678,1506000,123.83,36,36
679,1017000,30.04,12,12
679,913000,25.21,19,19
679,911000,36.89,52,52
679,902000,31,46,46
680,1801000,17.34,69,69
680,1812000,16.1,49,49
680,1816000,16.09,24,24
681,1203000,88.04,35,35
681,1204000,60.3,75,75
682,1201000,22.34,21,21
683,1105000,10.09,24,24
683,1415000,19.7,15,15
683,1106000,9.94,35,35
683,1104000,10.12,28,28
683,1015000,7.41,7,7
683,915000,11.27,6,6
683,903000,26.85,37,37
683,1108000,10.76,40,40
683,1016000,7,3,3
684,1419000,75.06,17,17
685,1005000,30.34,19,19
685,1012000,36.54,26,26
685,1001000,29.14,59,59
685,1013000,35.21,27,27
686,1705000,232.28,9,9
686,1706000,220.44,28,28
686,1605100,195.04,27,27
686,1605000,198.92,10,10
686,1102000,33.88,27,27
686,812000,27.12,12,12
686,811000,25.27,27,27
686,709000,47.95,27,27
686,609000,132.38,37,37
686,507000,126.17,37,37
686,407000,148.83,37,37
686,308000,101.1,37,37
686,106000,50.18,37,37
686,207000,40.19,37,37
686,710000,50.36,10,10
687,1301000,4.36,17,17
687,1304000,13.44,26,26
688,1402010,250.04,57,57
688,1416000,228.49,35,35
689,107000,60.9,53,53
689,107300,60.48,27,27
690,1802000,16.62,22,22
690,1803000,16.95,30,30
691,1501000,55.59,17,17
692,1205000,32.52,19,19
693,1817000,40.63,58,58
693,1819000,20.56,24,24
694,220,249.57,4,4
694,230,196.17,7,7
694,240,237.15,13,13
694,320,294.08,9,9
694,340,266.48,8,8
694,350,307.24,11,11
694,410,395.94,10,10
694,420,555.79,9,9
695,610,366.12,8,8
695,540,768.71,4,4
695,530,788.64,10,10
695,620,382.48,2,2
696,1303000,10.64,149,149
696,606500,45.04,11,11
696,607500,103.91,29,29
696,611000,160.84,51,51
696,701000,30.13,38,38
696,703000,13.04,30,30
696,705000,12.37,13,13
696,706000,13.29,18,18
696,717000,32.91,52,52
696,801000,28.44,38,38
696,804500,19.78,19,19
696,805000,26.17,29,29
696,806000,15.2,10,10
696,1113000,29.84,11,11
696,309000,55.49,52,52
696,1504000,74.36,79,79
696,1510000,111.45,38,38
696,1601000,90.86,38,38
696,1603000,55.8,19,19
696,1605400,87.19,79,79
696,1605600,37.15,10,10
696,1701110,109.55,38,38
696,1703000,73.96,9,9
696,1703020,69.83,11,11
696,1709000,103.61,79,79
696,1711000,43.13,10,10
696,605000,49.88,9,9
696,815000,37.38,53,53
696,305000,23.97,30,30
696,101000,50.51,38,38
696,102000,25.62,19,19
696,201000,30.28,38,38
696,202000,13.63,9,9
696,203000,12.06,8,8
696,204000,11.21,14,14
696,205000,14.59,34,34
696,208000,31.21,53,53
696,301000,57.27,38,38
696,302000,23.57,9,9
696,404000,63.89,10,10
696,304000,19.54,10,10
696,604000,55.95,9,9
696,502000,33.8,10,10
696,601000,118.27,38,38
696,509000,59.26,52,52
696,505000,38.2,30,30
696,303000,19.82,9,9
696,503000,26.19,8,8
696,501000,89.57,38,38
696,422000,18.67,12,12
696,421000,32.19,41,41
696,406000,116.17,51,51
696,405000,76.64,29,29
696,403000,105.62,9,9
696,504000,20.19,11,11
697,1410000,212.9,68,68
697,1507000,123.16,19,19
698,1506000,135.07,33,33
699,913000,25.7,12,12
699,1017000,31.23,2,2
699,902000,31.21,44,44
699,911000,36.97,70,70
700,1801000,16.14,101,101
700,1812000,15.48,76,76
700,1816000,16.04,37,37
701,1203000,86.76,51,51
701,1204000,59.79,99,99
702,1201000,22.37,20,20
703,1105000,10.4,29,29
703,1415000,20.21,22,22
703,1106000,9.9,51,51
703,1104000,10.14,14,14
703,903000,24.72,53,53
703,1015000,6.85,9,9
703,1108000,10.49,55,55
703,915000,11.14,12,12
703,1016000,7.31,8,8
704,1419000,69.9,3,3
705,1005000,30.58,13,13
705,1012000,34.91,39,39
705,1001000,30.44,79,79
705,1013000,36,31,31
706,811000,25.7,31,31
706,1705000,232.87,2,2
706,1605100,191.22,32,32
706,1605000,186.61,1,1
706,1102000,33.25,31,31
706,812000,25.45,2,2
706,1706000,234.26,32,32
706,710000,50.35,2,2
706,709000,49.07,31,31
706,609000,132.04,33,33
706,507000,120.35,32,32
706,407000,140.61,33,33
706,308000,93.51,32,32
706,106000,49.65,33,33
706,207000,38.22,32,32
707,1301000,4.4,3,3
707,1304000,12.72,31,31
708,1402010,251.87,41,41
708,1416000,231.6,51,51
709,107000,56.66,63,63
709,107300,60.41,32,32
710,1802000,15.47,13,13
710,1803000,15.78,34,34
711,1501000,60.19,12,12
712,1205000,33.24,12,12
713,1817000,40.84,64,64
713,1819000,21.95,5,5
714,220,259.62,6,6
714,230,192.64,8,8
714,240,228.61,13,13
714,320,301.72,13,13
714,340,280.55,13,13
