"CUSTOMERID","TRANSACTIONDATE","EMPLOYEEID","AMOUNT","DESCRIPTION","REFERENCE"
1711,30-AUG-95,51512,3300,"Order was shipped",1829
1711,03-OCT-95,46583,-3300,"Single/final payment for purchase",1829
1712,28-AUG-95,29387,2401,"Order was shipped",1830
1712,30-SEP-95,46583,-2401,"Single/final payment for purchase",1830
1713,16-JAN-95,29387,1918.75,"Order was shipped",1831
1713,18-FEB-95,46583,-1918.75,"Single/final payment for purchase",1831
1714,27-DEC-95,46583,-428.37,"Monthly payment #3",1832
1714,24-FEB-96,89097,-428.3801,"Monthly payment #5",1832
1714,24-JAN-96,98766,-428.37,"Monthly payment #4",1832
1714,30-OCT-95,29387,-428.37,"Monthly payment #1",1832
1714,25-AUG-95,29387,2141.87,"Order was shipped",1832
1714,27-NOV-95,87295,-428.37,"Monthly payment #2",1832
1715,09-JUL-97,87295,-357.3,"Monthly payment #1",4712
1715,04-FEB-98,87295,-357.3398,"Monthly payment #8",4712
1715,09-JAN-98,34192,-357.3,"Monthly payment #7",4712
1715,08-DEC-97,89097,-357.3,"Monthly payment #6",4712
1715,06-NOV-97,46583,-357.3,"Monthly payment #5",4712
1715,08-OCT-97,87295,-357.3,"Monthly payment #4",4712
1715,08-AUG-97,34192,-357.3,"Monthly payment #2",4712
1715,06-MAY-97,87295,2858.44,"Order was shipped",4712
1715,20-NOV-95,89097,-2348.5,"Single/final payment for purchase",1833
1715,16-OCT-95,51512,2348.5,"Order was shipped",1833
1715,09-SEP-97,51512,-357.3,"Monthly payment #3",4712
1716,26-MAY-95,51512,1810,"Order was shipped",1834
1716,01-JUL-95,89097,-1810,"Single/final payment for purchase",1834
1717,26-DEC-95,89097,-3630.69,"Single/final payment for purchase",1835
1717,26-NOV-95,29387,3630.69,"Order was shipped",1835
1718,25-FEB-95,51512,2476.89,"Order was shipped",1836
1718,02-APR-95,89097,-2476.89,"Single/final payment for purchase",1836
1718,23-JUL-98,87295,2061.55,"Order was shipped",8653
1718,17-SEP-98,89097,-2061.55,"Single/final payment for purchase",8653
1719,23-APR-95,15293,3304.39,"Order was shipped",1837
1719,25-SEP-95,46583,-826.1099,"Monthly payment #4",1837
1719,25-AUG-95,29387,-826.09,"Monthly payment #3",1837
1719,22-JUN-95,89097,-826.09,"Monthly payment #1",1837
1719,25-JUL-95,15293,-826.09,"Monthly payment #2",1837
1720,18-AUG-95,29387,1787.19,"Order was shipped",1838
1720,19-SEP-95,46583,-1787.19,"Single/final payment for purchase",1838
1721,27-JAN-96,46583,-313.76,"Monthly payment #5",1839
1721,24-NOV-95,89097,-313.76,"Monthly payment #3",1839
1721,24-DEC-95,46583,-313.76,"Monthly payment #4",1839
1721,22-SEP-95,29387,-313.76,"Monthly payment #1",1839
1721,22-JUL-95,29387,1882.59,"Order was shipped",1839
1721,18-FEB-96,89097,-313.7799,"Monthly payment #6",1839
1721,26-OCT-95,29387,-313.76,"Monthly payment #2",1839
1722,16-OCT-97,34192,-1066.79,"Monthly payment #1",4684
1722,05-MAR-03,51512,-4063.59,"Single/final payment for purchase",21929
1722,31-JAN-03,51512,4063.6,"Order was shipped",21929
1722,16-NOV-97,89097,-1066.79,"Monthly payment #2",4684
1722,16-AUG-97,15293,3200.39,"Order was shipped",4684
1722,03-APR-95,89097,-2316.38,"Single/final payment for purchase",1840
1722,27-FEB-95,29387,2316.39,"Order was shipped",1840
1722,16-DEC-97,29387,-1066.8,"Monthly payment #3",4684
1723,14-AUG-95,34192,-468.75,"Monthly payment #5",1841
1723,11-FEB-95,87295,2343.75,"Order was shipped",1841
1723,15-APR-95,98766,-468.75,"Monthly payment #1",1841
1723,12-MAY-95,34192,-468.75,"Monthly payment #2",1841
1723,12-JUN-95,15293,-468.75,"Monthly payment #3",1841
1723,10-JUL-95,29387,-468.75,"Monthly payment #4",1841
1724,08-AUG-95,87295,2316.75,"Order was shipped",1842
1724,12-SEP-95,34192,-2316.75,"Single/final payment for purchase",1842
1725,25-JAN-95,51512,1914.69,"Order was shipped",1843
1725,25-FEB-95,34192,-1914.69,"Single/final payment for purchase",1843
1726,20-FEB-95,29387,2285.39,"Order was shipped",1844
1726,26-MAR-95,34192,-2285.38,"Single/final payment for purchase",1844
1727,25-MAR-98,29387,3366.6,"Order was shipped",8676
1727,03-MAY-98,15293,-3366.59,"Single/final payment for purchase",8676
1727,02-MAR-95,34192,-2455.01,"Single/final payment for purchase",1845
1727,27-JAN-95,89097,2455,"Order was shipped",1845
1728,14-OCT-95,34192,-3324.19,"Single/final payment for purchase",1846
1728,23-OCT-97,29387,2020.4,"Order was shipped",4322
1728,26-NOV-97,29387,-2020.4,"Single/final payment for purchase",4322
1728,10-SEP-95,51512,3324.19,"Order was shipped",1846
1729,28-DEC-95,34192,-3782.8,"Single/final payment for purchase",1847
1729,03-OCT-02,89097,-700.3999,"Monthly payment #5",20755
1729,28-JUL-02,51512,-700.4,"Monthly payment #3",20755
1729,02-JUL-02,51512,-700.4,"Monthly payment #2",20755
1729,01-SEP-02,87295,-700.4,"Monthly payment #4",20755
1729,03-JUN-02,87295,-700.4,"Monthly payment #1",20755
1729,30-MAR-02,87295,3502,"Order was shipped",20755
1729,25-NOV-95,87295,3782.8,"Order was shipped",1847
1730,09-JUL-95,15293,2408.05,"Order was shipped",1848
1730,12-AUG-95,34192,-2408.05,"Single/final payment for purchase",1848
1731,29-SEP-95,34192,-1801.88,"Single/final payment for purchase",1849
1731,29-AUG-95,51512,1801.88,"Order was shipped",1849
1732,17-OCT-97,29387,-912.34,"Monthly payment #3",4397
1732,14-SEP-97,34192,-912.33,"Monthly payment #2",4397
1732,16-AUG-97,98766,-912.33,"Monthly payment #1",4397
1732,14-JUN-97,89097,2737,"Order was shipped",4397
1732,10-AUG-95,34192,-1834,"Single/final payment for purchase",1850
1732,08-JUL-95,29387,1834,"Order was shipped",1850
1733,18-MAR-95,15293,2343.69,"Order was shipped",1851
1733,20-APR-95,34192,-2343.69,"Single/final payment for purchase",1851
1734,01-OCT-95,51512,2279.35,"Order was shipped",1852
1734,04-NOV-95,34192,-2279.35,"Single/final payment for purchase",1852
1735,25-MAR-98,29387,2804.87,"Order was shipped",8412
1735,18-SEP-95,34192,-2901.39,"Single/final payment for purchase",1853
1735,15-AUG-95,29387,2901.39,"Order was shipped",1853
1735,07-MAY-98,15293,-2804.86,"Single/final payment for purchase",8412
1736,22-DEC-95,87295,3616.44,"Order was shipped",1854
1736,26-JAN-96,34192,-3616.44,"Single/final payment for purchase",1854
1737,24-SEP-95,46583,-387.9501,"Monthly payment #6",1855
1737,25-AUG-95,89097,-387.97,"Monthly payment #5",1855
1737,28-JUL-95,87295,-387.97,"Monthly payment #4",1855
1737,29-JUN-95,87295,-387.97,"Monthly payment #3",1855
1737,25-MAY-95,34192,-387.97,"Monthly payment #2",1855
1737,27-APR-95,46583,-387.97,"Monthly payment #1",1855
1737,24-FEB-95,29387,2327.8,"Order was shipped",1855
1738,22-JAN-99,34192,-940.97,"Monthly payment #2",8601
1738,11-DEC-98,34192,-940.97,"Monthly payment #1",8601
1738,02-JUN-95,46583,-2739.1,"Single/final payment for purchase",1856
1738,30-APR-95,87295,2739.1,"Order was shipped",1856
1738,10-OCT-98,15293,1881.94,"Order was shipped",8601
1739,24-MAR-95,15293,3268.12,"Order was shipped",1857
1739,27-APR-95,46583,-3268.12,"Single/final payment for purchase",1857
1739,30-DEC-97,51512,2067.5,"Order was shipped",4289
1739,05-FEB-98,29387,-2067.5,"Single/final payment for purchase",4289
1740,08-JUL-95,89097,2280,"Order was shipped",1858
1740,10-SEP-95,34192,-1140,"Monthly payment #1",1858
1740,06-OCT-95,89097,-1140,"Monthly payment #2",1858
1741,26-MAR-95,51512,2547.47,"Order was shipped",1859
1741,26-APR-95,89097,-2547.46,"Single/final payment for purchase",1859
1742,12-JAN-99,51512,-446.5,"Monthly payment #4",8327
1742,28-DEC-98,29387,-446.5,"Monthly payment #3",8327
1742,14-NOV-98,89097,-446.5,"Monthly payment #2",8327
1742,31-JUL-98,34192,-446.5,"Monthly payment #1",8327
1742,29-OCT-95,89097,-2558.19,"Single/final payment for purchase",1860
1742,24-SEP-95,51512,2558.19,"Order was shipped",1860
1742,02-MAY-98,89097,1786,"Order was shipped",8327
1743,04-MAR-98,51512,-2168.8,"Single/final payment for purchase",8421
1743,07-JAN-96,51512,-299.63,"Monthly payment #4",1861
1743,10-AUG-95,29387,1797.8,"Order was shipped",1861
1743,14-OCT-95,34192,-299.63,"Monthly payment #1",1861
1743,12-DEC-95,34192,-299.63,"Monthly payment #3",1861
1743,14-FEB-96,15293,-299.63,"Monthly payment #5",1861
1743,12-MAR-96,51512,-299.64,"Monthly payment #6",1861
1743,14-JAN-98,87295,2168.8,"Order was shipped",8421
1743,11-NOV-95,89097,-299.63,"Monthly payment #2",1861
1744,02-AUG-95,51512,-2884,"Single/final payment for purchase",1862
1744,30-JUN-95,51512,2884,"Order was shipped",1862
1744,12-OCT-97,29387,-2506,"Single/final payment for purchase",4553
1744,12-SEP-97,89097,2506,"Order was shipped",4553
1745,18-FEB-95,51512,2520,"Order was shipped",1863
1745,21-MAR-95,51512,-2520,"Single/final payment for purchase",1863
1745,06-MAR-04,51512,3720,"Order was shipped",25241
1745,11-APR-04,89097,-3720,"Single/final payment for purchase",25241
1746,23-FEB-00,98766,-4295.65,"Single/final payment for purchase",11861
1746,22-JAN-00,29387,4295.64,"Order was shipped",11861
1747,13-FEB-95,51512,-2793.35,"Single/final payment for purchase",1865
1747,12-JAN-95,29387,2793.35,"Order was shipped",1865
1748,25-NOV-95,51512,-3693.88,"Single/final payment for purchase",1866
1748,20-OCT-95,87295,3693.89,"Order was shipped",1866
1749,26-DEC-95,89097,-1153.25,"Monthly payment #2",1867
1749,26-NOV-95,46583,-1153.25,"Monthly payment #1",1867
1749,25-SEP-95,87295,2306.5,"Order was shipped",1867
1749,20-FEB-04,89097,-3997,"Single/final payment for purchase",25173
1749,15-JAN-04,51512,3997,"Order was shipped",25173
1750,25-FEB-03,89097,-2598.05,"Single/final payment for purchase",22561
1750,22-JAN-03,51512,2598.05,"Order was shipped",22561
1750,23-DEC-95,89097,-2467.85,"Single/final payment for purchase",1868
1750,24-NOV-95,51512,2467.85,"Order was shipped",1868
1751,16-NOV-02,89097,2464,"Order was shipped",22257
1751,02-MAR-02,89097,-2863,"Single/final payment for purchase",20474
1751,31-JAN-02,29387,2863,"Order was shipped",20474
1751,22-DEC-02,89097,-2464,"Single/final payment for purchase",22257
1751,01-MAY-95,89097,-2726.5,"Single/final payment for purchase",1869
1751,20-FEB-98,87295,1886.5,"Order was shipped",8294
1751,12-JUN-98,87295,-471.63,"Monthly payment #1",8294
1751,23-JUN-98,46583,-471.63,"Monthly payment #2",8294
1751,03-AUG-98,29387,-471.63,"Monthly payment #3",8294
1751,07-OCT-98,98766,-471.61,"Monthly payment #4",8294
1751,29-MAR-95,29387,2726.5,"Order was shipped",1869
1752,14-APR-95,15293,3697.3,"Order was shipped",1870
1752,18-MAY-95,89097,-3697.3,"Single/final payment for purchase",1870
1753,15-JUL-95,29387,3236.25,"Order was shipped",1871
1753,16-AUG-95,89097,-3236.25,"Single/final payment for purchase",1871
1754,19-OCT-95,29387,2365,"Order was shipped",1872
1754,21-NOV-95,89097,-2365,"Single/final payment for purchase",1872
1755,05-JUN-98,51512,-1724.18,"Monthly payment #1",8548
1755,04-JUL-98,98766,-1724.18,"Monthly payment #2",8548
1755,09-JUN-95,51512,2504.58,"Order was shipped",1873
1755,21-MAR-98,87295,3448.38,"Order was shipped",8548
1755,13-JUL-95,89097,-2504.6,"Single/final payment for purchase",1873
1756,13-MAR-95,51512,2461.67,"Order was shipped",1874
1756,16-APR-95,89097,-2461.66,"Single/final payment for purchase",1874
1757,28-MAR-96,98766,-642.23,"Monthly payment #2",1875
1757,23-APR-96,29387,-642.23,"Monthly payment #3",1875
1757,25-FEB-96,51512,-642.23,"Monthly payment #1",1875
1757,23-DEC-95,51512,2568.92,"Order was shipped",1875
1757,27-MAY-96,29387,-642.23,"Monthly payment #4",1875
1758,29-DEC-95,29387,2868.39,"Order was shipped",1876
1758,04-FEB-96,29387,-2868.38,"Single/final payment for purchase",1876
1759,23-SEP-95,34192,-623.46,"Monthly payment #4",1877
1759,24-AUG-95,87295,-623.46,"Monthly payment #3",1877
1759,23-APR-95,15293,2493.85,"Order was shipped",1877
1759,27-JUN-95,46583,-623.47,"Monthly payment #1",1877
1759,30-JUL-95,29387,-623.46,"Monthly payment #2",1877
1760,07-MAY-95,89097,2435.3,"Order was shipped",1878
1760,09-SEP-95,89097,-608.83,"Monthly payment #3",1878
1760,09-AUG-95,29387,-608.83,"Monthly payment #2",1878
1760,07-JUL-95,98766,-608.83,"Monthly payment #1",1878
1760,09-OCT-95,51512,-608.8101,"Monthly payment #4",1878
1761,21-JUN-95,29387,2411.5,"Order was shipped",1879
1761,23-JUL-95,51512,-2411.5,"Single/final payment for purchase",1879
1762,10-SEP-95,89097,2401,"Order was shipped",1880
1762,12-OCT-95,51512,-2401,"Single/final payment for purchase",1880
1763,09-MAR-95,51512,-1903.97,"Single/final payment for purchase",1881
1763,04-FEB-95,29387,1903.97,"Order was shipped",1881
1764,22-MAY-95,51512,-1903.79,"Single/final payment for purchase",1882
1764,22-APR-95,87295,1903.8,"Order was shipped",1882
1765,06-DEC-95,51512,2285.39,"Order was shipped",1883
1765,10-JAN-96,51512,-2285.38,"Single/final payment for purchase",1883
1765,19-JUN-98,29387,2645.8,"Order was shipped",8740
1765,05-AUG-98,98766,-2645.8,"Single/final payment for purchase",8740
1766,10-AUG-97,29387,-3167.5,"Single/final payment for purchase",4665
1766,09-MAY-02,51512,4123,"Order was shipped",20554
1766,12-JUL-97,29387,-2128,"Single/final payment for purchase",4394
1766,07-JUL-97,51512,3167.5,"Order was shipped",4665
1766,02-JUL-95,51512,-2285.5,"Single/final payment for purchase",1884
1766,29-MAY-95,89097,2285.5,"Order was shipped",1884
1766,09-JUN-97,89097,2128,"Order was shipped",4394
1766,12-JUN-02,89097,-4123,"Single/final payment for purchase",20554
1767,25-MAY-95,51512,-3409,"Single/final payment for purchase",1885
1767,23-APR-95,29387,3409,"Order was shipped",1885
1768,06-JUN-95,87295,2346.3,"Order was shipped",1886
1768,10-JUL-95,51512,-2346.3,"Single/final payment for purchase",1886
1769,19-OCT-95,51512,-3303.3,"Single/final payment for purchase",1887
1769,22-SEP-95,87295,3303.3,"Order was shipped",1887
1770,18-MAR-95,51512,-2576.35,"Single/final payment for purchase",1888
1770,15-FEB-95,15293,2576.35,"Order was shipped",1888
1771,23-JUL-95,29387,2452.6,"Order was shipped",1889
1771,25-SEP-95,29387,-613.16,"Monthly payment #1",1889
1771,28-OCT-95,34192,-613.15,"Monthly payment #2",1889
1771,05-DEC-97,89097,-970.7999,"Monthly payment #3",4321
1771,25-NOV-95,89097,-613.15,"Monthly payment #3",1889
1771,24-DEC-95,87295,-613.14,"Monthly payment #4",1889
1771,06-AUG-97,89097,2912.39,"Order was shipped",4321
1771,12-OCT-97,51512,-970.79,"Monthly payment #1",4321
1771,07-NOV-97,15293,-970.79,"Monthly payment #2",4321
1772,11-JUN-96,87295,-463.4299,"Monthly payment #5",1890
1772,07-FEB-96,34192,-463.44,"Monthly payment #1",1890
1772,11-MAR-96,46583,-463.44,"Monthly payment #2",1890
1772,09-APR-96,29387,-463.44,"Monthly payment #3",1890
1772,08-MAY-96,89097,-463.44,"Monthly payment #4",1890
1772,07-DEC-95,29387,2317.19,"Order was shipped",1890
1774,24-APR-95,29387,2359,"Order was shipped",1892
1774,29-MAY-95,87295,-2359,"Single/final payment for purchase",1892
1774,27-MAR-98,89097,2642.5,"Order was shipped",8587
1774,15-MAY-98,98766,-2642.5,"Single/final payment for purchase",8587
1775,16-AUG-95,87295,-4059.69,"Single/final payment for purchase",1893
1775,13-JUL-95,87295,4059.69,"Order was shipped",1893
1776,18-OCT-95,87295,-3639.63,"Single/final payment for purchase",1894
1776,14-SEP-95,15293,3639.64,"Order was shipped",1894
1777,22-JUN-97,89097,-3091,"Single/final payment for purchase",4327
1777,26-MAY-97,87295,3091,"Order was shipped",4327
1777,02-MAY-95,87295,-1776.58,"Single/final payment for purchase",1895
1777,28-MAR-95,89097,1776.59,"Order was shipped",1895
1778,04-NOV-95,87295,-3422.63,"Single/final payment for purchase",1896
1778,01-OCT-95,29387,3422.64,"Order was shipped",1896
1779,26-NOV-95,87295,3610.39,"Order was shipped",1897
1779,30-DEC-95,87295,-3610.38,"Single/final payment for purchase",1897
1780,10-OCT-95,87295,-2359,"Single/final payment for purchase",1898
1780,09-SEP-95,51512,2359,"Order was shipped",1898
1781,18-DEC-95,51512,2706.88,"Order was shipped",1899
1781,17-JAN-96,87295,-2706.88,"Single/final payment for purchase",1899
1782,24-SEP-95,51512,3230.5,"Order was shipped",1900
1782,24-NOV-95,46583,-646.1,"Monthly payment #1",1900
1782,27-DEC-95,46583,-646.1,"Monthly payment #2",1900
1782,25-JAN-96,15293,-646.1,"Monthly payment #3",1900
1782,25-FEB-96,34192,-646.1,"Monthly payment #4",1900
1782,24-MAR-96,29387,-646.1001,"Monthly payment #5",1900
1782,22-MAY-97,51512,3829,"Order was shipped",4401
1782,25-JUN-97,89097,-3829,"Single/final payment for purchase",4401
1783,01-JAN-96,89097,2390.5,"Order was shipped",1901
1783,03-MAR-96,46583,-796.83,"Monthly payment #1",1901
1783,08-APR-96,34192,-796.83,"Monthly payment #2",1901
1783,05-MAY-96,46583,-796.84,"Monthly payment #3",1901
1784,24-MAY-95,46583,-2740.52,"Single/final payment for purchase",1902
1784,22-APR-95,51512,2740.53,"Order was shipped",1902
1785,31-JUL-95,15293,2264.5,"Order was shipped",1903
1785,30-AUG-95,46583,-2264.5,"Single/final payment for purchase",1903
1786,10-NOV-95,29387,2390.5,"Order was shipped",1904
1786,30-DEC-95,51512,-2390.5,"Single/final payment for purchase",1904
1786,14-SEP-98,51512,2653,"Order was shipped",8384
1786,26-OCT-98,98766,-2653,"Single/final payment for purchase",8384
1787,07-OCT-95,46583,-2200,"Single/final payment for purchase",1905
1787,03-SEP-95,89097,2200,"Order was shipped",1905
1788,15-APR-95,29387,2149,"Order was shipped",1906
1788,15-MAY-95,46583,-2149,"Single/final payment for purchase",1906
1789,03-APR-95,29387,2306,"Order was shipped",1907
1789,05-MAY-95,46583,-2306,"Single/final payment for purchase",1907
1789,26-MAR-98,87295,1921.19,"Order was shipped",8386
1789,09-MAY-98,98766,-1921.19,"Single/final payment for purchase",8386
1790,10-FEB-99,34192,-545.65,"Monthly payment #3",8651
1790,05-FEB-95,29387,2793.35,"Order was shipped",1908
1790,09-MAR-99,89097,-545.65,"Monthly payment #4",8651
1790,16-APR-99,89097,-545.6499,"Monthly payment #5",8651
1790,04-JAN-99,15293,-545.65,"Monthly payment #2",8651
1790,02-NOV-98,89097,-545.65,"Monthly payment #1",8651
1790,13-MAR-95,46583,-2793.35,"Single/final payment for purchase",1908
1790,22-AUG-98,29387,2728.25,"Order was shipped",8651
1791,14-SEP-95,89097,2434.3,"Order was shipped",1909
1791,16-NOV-95,51512,-1217.15,"Monthly payment #1",1909
1791,20-DEC-95,15293,-1217.15,"Monthly payment #2",1909
1791,23-MAY-97,29387,1912.44,"Order was shipped",4388
1791,22-JUN-97,89097,-1912.44,"Single/final payment for purchase",4388
1792,27-SEP-95,87295,2536.75,"Order was shipped",1910
1792,30-OCT-95,15293,-2536.75,"Single/final payment for purchase",1910
1793,24-JAN-96,15293,-2172.1,"Single/final payment for purchase",1911
1793,23-DEC-95,29387,2172.1,"Order was shipped",1911
1793,03-AUG-98,89097,2332.97,"Order was shipped",8297
1793,15-SEP-98,89097,-2332.96,"Single/final payment for purchase",8297
1794,20-MAY-95,15293,-2391.88,"Single/final payment for purchase",1912
