PURCHASEORDERID,EMPLOYEEID,MANUFACTURERID,TOTALLIST,SHIPPINGCOST,DISCOUNT,ORDERDATE,RECEIVEDATE,AMOUNTDUE
1062,51512,10,1038.84,20,14.43,1-Oct-98,2-Oct-98,1044.41
1063,29387,11,5853.09,20,179.22,1-Oct-98,5-Oct-98,5693.87
1064,22343,14,834.84,20,10.09,1-Oct-98,3-Oct-98,844.75
1065,29387,15,6995.42,20,41.54,1-Oct-98,12-Oct-98,6973.88
1066,88873,16,37445.12,20,1833.68,1-Oct-98,16-Oct-98,35631.44
1067,51512,17,367.8,20,9.71,1-Oct-98,2-Oct-98,378.09
1068,22343,18,40671.32,20,112.57,1-Oct-98,6-Oct-98,40578.75
1069,87295,19,10360.78,20,163.56,1-Oct-98,19-Oct-98,10217.22
1070,73735,22,1233.32,20,1.7,1-Oct-98,6-Oct-98,1251.62
1071,51512,27,2158.56,20,9,1-Oct-98,9-Oct-98,2169.56
1072,15293,29,818.64,20,29.14,1-Oct-98,4-Oct-98,809.5
1073,87295,30,2368.31,20,106.74,1-Oct-98,9-Oct-98,2281.57
1074,15293,33,32182.4,20,752.08,1-Oct-98,4-Oct-98,31450.32
1075,29387,34,24330.95,20,149.06,1-Oct-98,14-Oct-98,24201.89
1076,89097,2,137146.32,20,3294.16,1-Nov-98,3-Nov-98,133872.16
1077,15293,3,11288.44,20,290.83,1-Nov-98,3-Nov-98,11017.61
1078,87295,4,3652.26,20,108.31,1-Nov-98,7-Nov-98,3563.95
1079,73735,5,4550.46,20,4.89,1-Nov-98,4-Nov-98,4565.57
1080,51512,6,4852.95,20,109.63,1-Nov-98,11-Nov-98,4763.32
1081,29387,9,14057.1,20,339.44,1-Nov-98,20-Nov-98,13737.66
1082,22343,10,935.68,20,42.55,1-Nov-98,19-Nov-98,913.13
1083,87295,11,5660.87,20,71.71,1-Nov-98,9-Nov-98,5609.16
1084,51512,14,420.12,20,1.65,1-Nov-98,1-Nov-98,438.47
1085,89097,15,6774.9,20,121.5,1-Nov-98,14-Nov-98,6673.4
1086,22343,16,31779.68,20,573.72,1-Nov-98,8-Nov-98,31225.96
1087,87295,17,300.08,20,3.29,1-Nov-98,17-Nov-98,316.79
1088,88873,18,40603.02,20,909.38,1-Nov-98,9-Nov-98,39713.64
1089,88873,19,10056.18,20,55.25,1-Nov-98,9-Nov-98,10020.93
1090,87295,22,1250.6,20,24.31,1-Nov-98,5-Nov-98,1246.29
1091,88873,27,1627.19,20,67.38,1-Nov-98,15-Nov-98,1579.81
1092,22343,29,620.8,20,2.15,1-Nov-98,16-Nov-98,638.65
1093,51512,30,2160.45,20,31.01,1-Nov-98,4-Nov-98,2149.44
1094,87295,33,25203.96,20,872.53,1-Nov-98,6-Nov-98,24351.43
1095,51512,34,17217.42,20,2.31,1-Nov-98,15-Nov-98,17235.11
1096,87295,2,37693.46,20,700.1,1-Dec-98,12-Dec-98,37013.36
1097,87295,3,3479.23,20,141.46,1-Dec-98,6-Dec-98,3357.77
1098,29387,4,1421.75,20,59.82,1-Dec-98,2-Dec-98,1381.93
1099,89097,5,1519.06,20,9.01,1-Dec-98,18-Dec-98,1530.05
1100,22343,6,1079.85,20,33,1-Dec-98,14-Dec-98,1066.85
1101,51512,9,4388.44,20,56.59,1-Dec-98,6-Dec-98,4351.85
1102,73735,10,226.1,20,8.95,1-Dec-98,7-Dec-98,237.15
1103,73735,11,1449.76,20,24.54,1-Dec-98,19-Dec-98,1445.22
1104,22343,14,147.7,20,5.46,1-Dec-98,14-Dec-98,162.24
1105,51512,15,2098.23,20,80.34,1-Dec-98,12-Dec-98,2037.89
1106,73735,16,12723.56,20,290.02,1-Dec-98,11-Dec-98,12453.54
1107,87295,17,127.68,20,6.37,1-Dec-98,19-Dec-98,141.31
1108,22343,18,11693.11,20,403.24,1-Dec-98,18-Dec-98,11309.87
1109,29387,19,2939.67,20,31.4,1-Dec-98,10-Dec-98,2928.27
1110,87295,22,440.8,20,10.37,1-Dec-98,18-Dec-98,450.43
1111,22343,27,475.28,20,11.34,1-Dec-98,9-Dec-98,483.94
1112,29387,29,162.3,20,0.26,1-Dec-98,4-Dec-98,182.04
1113,51512,30,888.44,20,11.58,1-Dec-98,19-Dec-98,896.86
1114,88873,2,7577.18,20,21.73,1-Feb-99,6-Feb-99,7575.45
1115,87295,3,578.91,20,3.17,1-Feb-99,16-Feb-99,595.74
1116,88873,4,802.44,20,18.11,1-Feb-99,6-Feb-99,804.33
1117,87295,5,175.98,20,2.27,1-Feb-99,4-Feb-99,193.71
1118,51512,6,458.29,20,0.55,1-Feb-99,4-Feb-99,477.74
1119,22343,8,1297.31,20,33.03,1-Feb-99,4-Feb-99,1284.28
1120,87295,9,312.66,20,14.96,1-Feb-99,12-Feb-99,317.7
1121,51512,10,327.22,20,5.89,1-Feb-99,5-Feb-99,341.33
1122,88873,11,53.3,20,1.75,1-Feb-99,8-Feb-99,71.55
1123,51512,14,225.12,20,7.56,1-Feb-99,19-Feb-99,237.56
1124,51512,15,340.94,20,14.85,1-Feb-99,10-Feb-99,346.09
1125,88873,16,6334.71,20,39.93,1-Feb-99,1-Feb-99,6314.78
1126,73735,18,244.03,20,11.04,1-Feb-99,14-Feb-99,252.99
1127,29387,33,15362.03,20,475.23,1-Feb-99,10-Feb-99,14906.8
1128,51512,34,11168.1,20,245.69,1-Feb-99,9-Feb-99,10942.41
1129,73735,39,416.85,20,19.65,1-Feb-99,15-Feb-99,417.2
1130,51512,42,594.4,20,18.95,1-Feb-99,18-Feb-99,595.45
1131,87295,44,56.62,20,0.99,1-Feb-99,12-Feb-99,75.63
1132,29387,45,720.95,20,18.68,1-Feb-99,17-Feb-99,722.27
1133,15293,46,136.11,20,5.6,1-Feb-99,16-Feb-99,150.51
1134,29387,47,201.48,20,8.34,1-Feb-99,10-Feb-99,213.14
1135,87295,48,530.7,20,5.18,1-Feb-99,16-Feb-99,545.52
1136,29387,49,446.73,20,19.27,1-Feb-99,3-Feb-99,447.46
1137,29387,50,151.94,20,2.96,1-Feb-99,19-Feb-99,168.98
1138,29387,52,313.2,20,15.15,1-Feb-99,11-Feb-99,318.05
1139,73735,2,87882.17,20,587.39,1-Mar-99,2-Mar-99,87314.78
1140,87295,3,19767.55,20,734.77,1-Mar-99,14-Mar-99,19052.78
1141,87295,4,995.76,20,13.74,1-Mar-99,17-Mar-99,1002.02
1142,22343,5,228.32,20,1,1-Mar-99,13-Mar-99,247.32
1143,22343,6,4784.76,20,88.29,1-Mar-99,8-Mar-99,4716.47
1144,29387,8,27005.58,20,1301.6,1-Mar-99,14-Mar-99,25723.98
1145,89097,9,5568.9,20,148.81,1-Mar-99,1-Mar-99,5440.09
1146,87295,10,4313.82,20,22.28,1-Mar-99,20-Mar-99,4311.54
1147,87295,11,79.44,20,3.27,1-Mar-99,6-Mar-99,96.17
1148,73735,14,622.35,20,26.37,1-Mar-99,16-Mar-99,615.98
1149,87295,15,1595.25,20,18.52,1-Mar-99,9-Mar-99,1596.73
1150,73735,16,65442.53,20,268.13,1-Mar-99,7-Mar-99,65194.4
1151,51512,18,1904.96,20,1.94,1-Mar-99,15-Mar-99,1923.02
1152,88873,33,20219.44,20,475,1-Mar-99,1-Mar-99,19764.44
1153,29387,34,20325.56,20,897.83,1-Mar-99,13-Mar-99,19447.73
1154,87295,39,5952.85,20,284.37,1-Mar-99,14-Mar-99,5688.48
1155,88873,42,12826.59,20,555.98,1-Mar-99,2-Mar-99,12290.61
1156,51512,44,294.1,20,11.11,1-Mar-99,20-Mar-99,302.99
1157,88873,45,29841.99,20,132.92,1-Mar-99,16-Mar-99,29729.07
1158,73735,46,673.2,20,10.4,1-Mar-99,17-Mar-99,682.8
1159,51512,47,2679.48,20,83.78,1-Mar-99,9-Mar-99,2615.7
1160,29387,48,10146.32,20,456.41,1-Mar-99,8-Mar-99,9709.91
1161,29387,49,11892.44,20,87.07,1-Mar-99,12-Mar-99,11825.37
1162,15293,50,646.4,20,29.98,1-Mar-99,16-Mar-99,636.42
1163,88873,52,4482.9,20,34.54,1-Mar-99,16-Mar-99,4468.36
1164,73735,2,116249.5,20,1213.64,1-Apr-99,3-Apr-99,115055.86
1165,51512,3,20620.38,20,564.79,1-Apr-99,11-Apr-99,20075.59
1166,73735,4,1196.19,20,38.1,1-Apr-99,13-Apr-99,1178.09
1167,87295,5,295.8,20,0.03,1-Apr-99,4-Apr-99,315.77
1168,88873,6,5726.36,20,224.86,1-Apr-99,14-Apr-99,5521.5
1169,73735,8,32898.39,20,486.21,1-Apr-99,8-Apr-99,32432.18
1170,51512,9,6223.7,20,217.81,1-Apr-99,20-Apr-99,6025.89
1171,87295,10,5342.34,20,58.46,1-Apr-99,1-Apr-99,5303.88
1172,88873,11,82,20,4.07,1-Apr-99,18-Apr-99,97.93
1173,51512,14,640.53,20,23.2,1-Apr-99,8-Apr-99,637.33
1174,87295,15,2477.71,20,8.87,1-Apr-99,16-Apr-99,2488.84
1175,22343,16,47287.25,20,516.66,1-Apr-99,17-Apr-99,46790.59
1176,29387,18,4664.5,20,185.56,1-Apr-99,17-Apr-99,4498.94
1177,87295,33,33004.51,20,585,1-Apr-99,2-Apr-99,32439.51
1178,89097,34,30802.72,20,809.74,1-Apr-99,1-Apr-99,30012.98
1179,88873,39,7112.96,20,62.5,1-Apr-99,9-Apr-99,7070.46
1180,87295,42,13798.94,20,543.9,1-Apr-99,11-Apr-99,13275.04
1181,51512,44,610.89,20,21.34,1-Apr-99,16-Apr-99,609.55
1182,29387,45,36195.57,20,37.17,1-Apr-99,16-Apr-99,36178.4
1183,15293,46,435.3,20,6.13,1-Apr-99,8-Apr-99,449.17
1184,51512,47,2856.92,20,16.72,1-Apr-99,20-Apr-99,2860.2
1185,87295,48,9251.1,20,172.43,1-Apr-99,14-Apr-99,9098.67
1186,29387,49,15528.21,20,578.89,1-Apr-99,18-Apr-99,14969.32
1187,51512,50,1532,20,36.7,1-Apr-99,5-Apr-99,1515.3
1188,73735,52,5379.66,20,175.26,1-Apr-99,4-Apr-99,5224.4
1189,22343,2,143963.51,20,2731.55,1-May-99,14-May-99,141251.96
1190,22343,3,24872.84,20,10,1-May-99,16-May-99,24882.84
1191,73735,4,2719.2,20,14.69,1-May-99,19-May-99,2724.51
1192,88873,5,621.2,20,24.76,1-May-99,12-May-99,616.44
1193,73735,6,6212.01,20,74.86,1-May-99,14-May-99,6157.15
1194,87295,8,45828.33,20,1634.66,1-May-99,16-May-99,44213.67
1195,15293,9,7743.33,20,272.44,1-May-99,17-May-99,7490.89
1196,89097,10,7251.22,20,68.17,1-May-99,11-May-99,7203.05
1197,51512,11,397.48,20,13.31,1-May-99,16-May-99,404.17
1198,15293,14,518.7,20,9.97,1-May-99,6-May-99,528.73
1199,29387,15,3063.42,20,112.77,1-May-99,2-May-99,2970.65
1200,22343,16,67411.91,20,3253.02,1-May-99,10-May-99,64178.89
1201,88873,18,4632.96,20,165.15,1-May-99,9-May-99,4487.81
1202,29387,33,33011.79,20,495.2,1-May-99,12-May-99,32536.59
1203,89097,34,29745.75,20,731.86,1-May-99,12-May-99,29033.89
1204,89097,39,10311.2,20,237.37,1-May-99,18-May-99,10093.83
1205,15293,42,19533.15,20,703.37,1-May-99,2-May-99,18849.78
1206,51512,44,602.8,20,17.82,1-May-99,13-May-99,604.98
1207,22343,45,50218.19,20,599.91,1-May-99,18-May-99,49638.28
1208,73735,46,1039.06,20,26.33,1-May-99,1-May-99,1032.73
1209,22343,47,3038.1,20,78.12,1-May-99,11-May-99,2979.98
1210,73735,48,12887.21,20,387.67,1-May-99,17-May-99,12519.54
1211,22343,49,18514.38,20,484.02,1-May-99,9-May-99,18050.36
1212,87295,50,2360.31,20,49.89,1-May-99,14-May-99,2330.42
1213,29387,52,7360.21,20,299.46,1-May-99,20-May-99,7080.75
1214,51512,2,133318.97,20,5530.15,1-Jun-99,19-Jun-99,127808.82
1215,88873,3,25902.44,20,295.96,1-Jun-99,11-Jun-99,25626.48
1216,89097,4,3147.12,20,116.81,1-Jun-99,17-Jun-99,3050.31
1217,29387,5,718.25,20,9.15,1-Jun-99,5-Jun-99,729.1
1218,89097,6,5366.96,20,92.85,1-Jun-99,10-Jun-99,5294.11
1219,88873,8,51538.57,20,1172.07,1-Jun-99,8-Jun-99,50386.5
1220,73735,9,7130.64,20,290.16,1-Jun-99,13-Jun-99,6860.48
1221,29387,10,7422.09,20,60.33,1-Jun-99,15-Jun-99,7381.76
1222,88873,11,339.12,20,15.72,1-Jun-99,9-Jun-99,343.4
1223,73735,14,506.66,20,24.59,1-Jun-99,19-Jun-99,502.07
1224,29387,15,2640.15,20,120.14,1-Jun-99,6-Jun-99,2540.01
1225,73735,16,84569.76,20,3071.2,1-Jun-99,10-Jun-99,81518.56
1226,73735,18,2064.24,20,4.77,1-Jun-99,5-Jun-99,2079.47
1227,29387,33,33879.81,20,556.01,1-Jun-99,17-Jun-99,33343.8
1228,22343,34,24715.94,20,837.95,1-Jun-99,14-Jun-99,23897.99
1229,29387,39,11483.38,20,167.55,1-Jun-99,14-Jun-99,11335.83
1230,15293,42,21413.98,20,456.39,1-Jun-99,18-Jun-99,20977.59
1231,15293,44,251.1,20,3.81,1-Jun-99,18-Jun-99,267.29
1232,73735,45,56459.69,20,2050.91,1-Jun-99,13-Jun-99,54428.78
1233,29387,46,1208.74,20,14.1,1-Jun-99,4-Jun-99,1214.64
1234,51512,47,2706,20,3.56,1-Jun-99,12-Jun-99,2722.44
1235,87295,48,14570.11,20,232.3,1-Jun-99,3-Jun-99,14357.81
1236,87295,49,18959.3,20,223.29,1-Jun-99,16-Jun-99,18756.01
1237,29387,50,1260.89,20,31.53,1-Jun-99,1-Jun-99,1249.36
1238,22343,52,8007,20,110.1,1-Jun-99,16-Jun-99,7916.9
1239,89097,2,137773.92,20,3048.09,1-Jul-99,9-Jul-99,134745.83
1240,73735,3,20830.58,20,938.56,1-Jul-99,10-Jul-99,19912.02
1241,22343,4,3135.6,20,61.56,1-Jul-99,20-Jul-99,3094.04
1242,89097,5,719.25,20,19.95,1-Jul-99,14-Jul-99,719.3
1243,87295,6,5905.59,20,239.9,1-Jul-99,2-Jul-99,5685.69
1244,51512,8,45844.25,20,713.42,1-Jul-99,15-Jul-99,45150.83
1245,22343,9,7388.91,20,103.08,1-Jul-99,16-Jul-99,7305.83
1246,88873,10,7264.92,20,171.9,1-Jul-99,4-Jul-99,7113.02
1247,73735,11,492.01,20,19.42,1-Jul-99,4-Jul-99,492.59
1248,22343,14,825.55,20,28.53,1-Jul-99,19-Jul-99,817.02
1249,87295,15,3380.97,20,64.74,1-Jul-99,10-Jul-99,3336.23
1250,87295,16,65065.7,20,2128.58,1-Jul-99,1-Jul-99,62957.12
1251,73735,18,5391.54,20,266.14,1-Jul-99,10-Jul-99,5145.4
1252,15293,33,34527.24,20,1329.39,1-Jul-99,20-Jul-99,33217.85
1253,73735,34,24805.91,20,718.03,1-Jul-99,10-Jul-99,24107.88
1254,29387,39,10541.41,20,158.21,1-Jul-99,11-Jul-99,10403.2
1255,22343,42,26417.35,20,7.67,1-Jul-99,14-Jul-99,26429.68
1256,15293,44,667.69,20,22.46,1-Jul-99,14-Jul-99,665.23
1257,88873,45,52614.18,20,164.76,1-Jul-99,16-Jul-99,52469.42
1258,51512,46,1096.75,20,51.46,1-Jul-99,15-Jul-99,1065.29
1259,15293,47,2371.96,20,78.78,1-Jul-99,8-Jul-99,2313.18
1260,73735,48,12345.38,20,364.81,1-Jul-99,14-Jul-99,12000.57
1261,89097,49,17883.42,20,188.22,1-Jul-99,20-Jul-99,17715.2
1262,73735,50,1332.63,20,14.57,1-Jul-99,10-Jul-99,1338.06
1263,51512,52,7990.64,20,194.17,1-Jul-99,6-Jul-99,7816.47
1264,29387,2,132133.76,20,2447.18,1-Aug-99,3-Aug-99,129706.58
1265,29387,3,19974.78,20,484.28,1-Aug-99,13-Aug-99,19510.5
1266,29387,4,1510.2,20,11.83,1-Aug-99,16-Aug-99,1518.37
1267,87295,5,379.21,20,9.16,1-Aug-99,10-Aug-99,390.05
1268,88873,6,5201.41,20,114.33,1-Aug-99,11-Aug-99,5107.08
1269,29387,8,43399.72,20,1212.93,1-Aug-99,6-Aug-99,42206.79
1270,87295,9,6934.94,20,158.12,1-Aug-99,18-Aug-99,6796.82
1271,89097,10,6682.78,20,25.5,1-Aug-99,15-Aug-99,6677.28
1272,88873,11,264.33,20,12.42,1-Aug-99,14-Aug-99,271.91
1273,88873,14,525.35,20,17.42,1-Aug-99,14-Aug-99,527.93
1274,29387,15,2654.71,20,120.64,1-Aug-99,5-Aug-99,2554.07
1275,88873,16,55781.92,20,1320.6,1-Aug-99,3-Aug-99,54481.32
1276,73735,18,3441.48,20,19.15,1-Aug-99,15-Aug-99,3442.33
1277,88873,33,21637.46,20,676.23,1-Aug-99,7-Aug-99,20981.23
1278,29387,34,23119.3,20,839.95,1-Aug-99,4-Aug-99,22299.35
1279,22343,39,10023.94,20,390.93,1-Aug-99,20-Aug-99,9653.01
1280,87295,42,21794.76,20,178.56,1-Aug-99,11-Aug-99,21636.2
1281,88873,44,411.88,20,1.86,1-Aug-99,11-Aug-99,430.02
1282,51512,45,49183.73,20,126.2,1-Aug-99,9-Aug-99,49077.53
1283,87295,46,587.6,20,28.6,1-Aug-99,19-Aug-99,579
1284,87295,47,2429.35,20,92.5,1-Aug-99,16-Aug-99,2356.85
1285,88873,48,11923.5,20,263.92,1-Aug-99,12-Aug-99,11679.58
1286,51512,49,18837.74,20,61.23,1-Aug-99,6-Aug-99,18796.51
1287,87295,50,942.96,20,44.83,1-Aug-99,1-Aug-99,918.13
1288,89097,52,7596.16,20,287.43,1-Aug-99,9-Aug-99,7328.73
1289,22343,2,78879.42,20,2946.69,1-Sep-99,20-Sep-99,75952.73
1290,73735,3,8909,20,303.64,1-Sep-99,10-Sep-99,8625.36
1291,88873,4,794.82,20,25.72,1-Sep-99,11-Sep-99,789.1
1292,88873,5,173.46,20,2.67,1-Sep-99,10-Sep-99,190.79
1293,88873,6,2654.36,20,4.52,1-Sep-99,3-Sep-99,2669.84
1294,22343,8,30213.06,20,1107.08,1-Sep-99,12-Sep-99,29125.98
1295,51512,9,3176.32,20,74.07,1-Sep-99,11-Sep-99,3122.25
1296,87295,10,4771.53,20,120.06,1-Sep-99,16-Sep-99,4671.47
1297,51512,11,180.35,20,0.84,1-Sep-99,10-Sep-99,199.51
1298,22343,14,207.84,20,9.62,1-Sep-99,18-Sep-99,218.22
1299,73735,15,1449.79,20,70.86,1-Sep-99,14-Sep-99,1398.93
1300,89097,16,28308.15,20,1096.82,1-Sep-99,11-Sep-99,27231.33
1301,15293,18,3017.56,20,79.03,1-Sep-99,3-Sep-99,2958.53
1302,73735,33,15203.9,20,273.45,1-Sep-99,2-Sep-99,14950.45
1303,87295,34,16258.11,20,71.88,1-Sep-99,16-Sep-99,16206.23
1304,29387,39,6549.57,20,140.41,1-Sep-99,4-Sep-99,6429.16
1305,88873,42,11486,20,75.69,1-Sep-99,13-Sep-99,11430.31
1306,15293,44,403.06,20,12.52,1-Sep-99,18-Sep-99,410.54
1307,87295,45,32872.14,20,816.38,1-Sep-99,19-Sep-99,32075.76
1308,22343,46,262.8,20,5.78,1-Sep-99,9-Sep-99,277.02
1309,29387,47,1050.39,20,34.65,1-Sep-99,14-Sep-99,1035.74
1310,22343,48,7648.34,20,366.95,1-Sep-99,7-Sep-99,7301.39
1311,73735,49,11336.37,20,28.05,1-Sep-99,6-Sep-99,11328.32
1312,29387,50,462.6,20,17.3,1-Sep-99,6-Sep-99,465.3
1313,87295,52,4689.24,20,181.44,1-Sep-99,13-Sep-99,4527.8
1314,87295,2,70216.11,20,48.91,1-Oct-99,5-Oct-99,70187.2
1315,22343,3,9458.94,20,279.51,1-Oct-99,1-Oct-99,9199.43
1316,15293,4,1592.28,20,43.77,1-Oct-99,18-Oct-99,1568.51
1317,87295,5,389.48,20,3.24,1-Oct-99,17-Oct-99,406.24
1318,15293,6,2323.41,20,29.09,1-Oct-99,14-Oct-99,2314.32
1319,22343,8,22097.57,20,773.12,1-Oct-99,9-Oct-99,21344.45
1320,87295,9,3906,20,8.13,1-Oct-99,12-Oct-99,3917.87
1321,29387,10,3598.35,20,14.44,1-Oct-99,12-Oct-99,3603.91
1322,73735,11,215.52,20,0.79,1-Oct-99,17-Oct-99,234.73
1323,87295,15,1644.68,20,67.33,1-Oct-99,12-Oct-99,1597.35
1324,51512,16,26312.58,20,206.32,1-Oct-99,10-Oct-99,26126.26
1325,22343,18,1952.48,20,78.2,1-Oct-99,7-Oct-99,1894.28
1326,22343,33,16018.5,20,735.58,1-Oct-99,2-Oct-99,15302.92
1327,29387,34,12661.55,20,334.88,1-Oct-99,15-Oct-99,12346.67
1328,29387,39,5734.5,20,222.96,1-Oct-99,15-Oct-99,5531.54
1329,89097,42,14138.62,20,226.28,1-Oct-99,9-Oct-99,13932.34
1330,87295,44,253.26,20,1,1-Oct-99,4-Oct-99,272.26
1331,22343,45,30894.78,20,280.33,1-Oct-99,20-Oct-99,30634.45
1332,88873,46,638.82,20,31.38,1-Oct-99,7-Oct-99,627.44
1333,15293,47,951.3,20,15.65,1-Oct-99,20-Oct-99,955.65
1334,87295,48,6214.84,20,293.98,1-Oct-99,5-Oct-99,5940.86
1335,89097,49,8897.05,20,253.55,1-Oct-99,4-Oct-99,8663.5
1336,51512,50,759.2,20,34.39,1-Oct-99,7-Oct-99,744.81
1337,51512,52,4109.84,20,3.42,1-Oct-99,10-Oct-99,4126.42
1338,51512,2,98729.76,20,4471.18,1-Nov-99,4-Nov-99,94278.58
1339,29387,3,13119.44,20,171.84,1-Nov-99,10-Nov-99,12967.6
1340,22343,4,1310.6,20,8.25,1-Nov-99,8-Nov-99,1322.35
1341,87295,5,312.7,20,9.43,1-Nov-99,17-Nov-99,323.27
1342,73735,6,3464.7,20,20.73,1-Nov-99,1-Nov-99,3463.97
1343,29387,8,33576.04,20,704.8,1-Nov-99,9-Nov-99,32891.24
1344,29387,9,5315.22,20,106.3,1-Nov-99,3-Nov-99,5228.92
1345,88873,10,5059.2,20,118.55,1-Nov-99,6-Nov-99,4960.65
1346,22343,11,187.14,20,2.59,1-Nov-99,3-Nov-99,204.55
1347,87295,14,818.52,20,38.23,1-Nov-99,14-Nov-99,800.29
1348,51512,15,2570.57,20,28.44,1-Nov-99,20-Nov-99,2562.13
1349,22343,16,36350.88,20,47.3,1-Nov-99,13-Nov-99,36323.58
1350,29387,18,1970.8,20,19.22,1-Nov-99,7-Nov-99,1971.58
1351,73735,33,24142.95,20,893.3,1-Nov-99,11-Nov-99,23269.65
1352,88873,34,22537.16,20,725.85,1-Nov-99,13-Nov-99,21831.31
1353,22343,39,7677.6,20,141.92,1-Nov-99,7-Nov-99,7555.68
1354,15293,42,19744.2,20,143.91,1-Nov-99,15-Nov-99,19620.29
1355,89097,44,230.72,20,7.13,1-Nov-99,5-Nov-99,243.59
1356,29387,45,38559.31,20,1764.56,1-Nov-99,12-Nov-99,36814.75
1357,88873,46,473.2,20,9.45,1-Nov-99,8-Nov-99,483.75
1358,22343,47,1804.96,20,58.23,1-Nov-99,17-Nov-99,1766.73
1359,87295,48,8666.72,20,293.54,1-Nov-99,6-Nov-99,8393.18
1360,15293,49,12089.54,20,239.17,1-Nov-99,3-Nov-99,11870.37
1361,88873,50,1124.9,20,52.32,1-Nov-99,19-Nov-99,1092.58
1362,51512,52,5752.02,20,144.95,1-Nov-99,8-Nov-99,5627.07
1363,51512,2,122756.2,20,3355.98,1-Dec-99,14-Dec-99,119420.22
1364,87295,3,15141.4,20,225.72,1-Dec-99,11-Dec-99,14935.68
1365,22343,4,1624.61,20,49.64,1-Dec-99,10-Dec-99,1594.97
1366,29387,5,403.76,20,15.62,1-Dec-99,15-Dec-99,408.14
1367,29387,6,4411.45,20,206.48,1-Dec-99,19-Dec-99,4224.97
1368,88873,8,42615.93,20,2058.78,1-Dec-99,1-Dec-99,40577.15
1369,51512,9,6248.75,20,145.41,1-Dec-99,7-Dec-99,6123.34
1370,29387,10,6586.61,20,124.15,1-Dec-99,11-Dec-99,6482.46
1371,29387,11,314.88,20,4.75,1-Dec-99,3-Dec-99,330.13
1372,73735,14,867,20,6.57,1-Dec-99,20-Dec-99,880.43
1373,51512,15,3204.88,20,133.07,1-Dec-99,2-Dec-99,3091.81
1374,29387,16,42168.84,20,461.22,1-Dec-99,16-Dec-99,41727.62
1375,73735,18,4673.81,20,114.69,1-Dec-99,13-Dec-99,4579.12
1376,73735,33,31978.68,20,40.53,1-Dec-99,19-Dec-99,31958.15
1377,29387,34,29829.57,20,605.6,1-Dec-99,12-Dec-99,29243.97
1378,89097,39,10126.56,20,488.32,1-Dec-99,15-Dec-99,9658.24
1379,73735,42,26030.53,20,454.09,1-Dec-99,17-Dec-99,25596.44
1380,73735,44,565.63,20,23.68,1-Dec-99,8-Dec-99,561.95
1381,51512,45,51137.08,20,1934,1-Dec-99,11-Dec-99,49223.08
1382,22343,46,665.98,20,31.45,1-Dec-99,5-Dec-99,654.53
1383,87295,47,1999.8,20,76.46,1-Dec-99,1-Dec-99,1943.34
1384,89097,48,11254.98,20,366.17,1-Dec-99,3-Dec-99,10908.81
1385,51512,49,15780.09,20,380.12,1-Dec-99,17-Dec-99,15419.97
1386,87295,50,1120.28,20,28.79,1-Dec-99,13-Dec-99,1111.49
1387,29387,52,7651.35,20,370.24,1-Dec-99,17-Dec-99,7301.11
1388,22343,2,153774.97,20,4078.9,1-Jan-00,8-Jan-00,149716.07
1389,22343,3,18629.13,20,712.56,1-Jan-00,15-Jan-00,17936.57
1390,29387,4,939.75,20,0.53,1-Jan-00,13-Jan-00,959.22
1391,73735,5,212.8,20,6.18,1-Jan-00,3-Jan-00,226.62
1392,87295,6,5011.5,20,97.56,1-Jan-00,12-Jan-00,4933.94
1393,87295,8,51111.72,20,164.28,1-Jan-00,6-Jan-00,50967.44
1394,51512,9,7218.64,20,176.98,1-Jan-00,20-Jan-00,7061.66
1395,15293,10,7922.44,20,110.8,1-Jan-00,11-Jan-00,7831.64
1396,73735,11,254.99,20,1.45,1-Jan-00,10-Jan-00,273.54
1397,73735,14,613.62,20,28.17,1-Jan-00,4-Jan-00,605.45
1398,88873,15,3220.84,20,127.6,1-Jan-00,20-Jan-00,3113.24
1399,29387,16,45478.28,20,797.36,1-Jan-00,3-Jan-00,44700.92
1400,73735,18,3922.41,20,172.15,1-Jan-00,4-Jan-00,3770.26
1401,15293,33,32789.34,20,1175.1,1-Jan-00,18-Jan-00,31634.24
1402,73735,34,23482.22,20,803.69,1-Jan-00,9-Jan-00,22698.53
1403,87295,39,12059.75,20,385.55,1-Jan-00,13-Jan-00,11694.2
1404,88873,42,27370.64,20,885.98,1-Jan-00,17-Jan-00,26504.66
1405,87295,44,524.52,20,10.87,1-Jan-00,19-Jan-00,533.65
1406,51512,45,59339.27,20,2136.95,1-Jan-00,6-Jan-00,57222.32
1407,22343,46,329.28,20,12.62,1-Jan-00,20-Jan-00,336.66
1408,88873,47,2409.42,20,57.91,1-Jan-00,5-Jan-00,2371.51
1409,51512,48,13395.45,20,343.79,1-Jan-00,16-Jan-00,13071.66
1410,22343,49,21079.9,20,696.66,1-Jan-00,11-Jan-00,20403.24
1411,29387,50,992.42,20,36.53,1-Jan-00,17-Jan-00,975.89
1412,22343,52,9078.39,20,33.23,1-Jan-00,19-Jan-00,9065.16
1413,87295,16,16113.86,20,419.04,1-Feb-99,9-Feb-99,15714.82
1414,15293,2,151507.09,20,1398.48,1-Feb-00,4-Feb-00,150128.61
1415,29387,3,18587.62,20,455.88,1-Feb-00,14-Feb-00,18151.74
1416,88873,4,1397.88,20,38.55,1-Feb-00,1-Feb-00,1379.33
