MANUFACTURERID,TRANSACTIONDATE,EMPLOYEE,AMOUNT,DESCRIPTION,REFERENCE
5,1-Aug-94,51512,656.2,Automatic EOQ Inventory purchase,220
5,9-Jul-98,51512,-5391.96,Automatic payment of bills,979
5,2-Aug-98,29387,5394.43,Automatic EOQ Inventory purchase,1019
5,1-Jan-94,87295,18235.2,Initial Purchase for startup,5
5,31-Jan-94,29387,-18235.2,Automatic payment of bills,5
5,9-May-94,29387,315.07,Automatic EOQ Inventory purchase,207
5,11-May-94,15293,174.34,Automatic EOQ Inventory purchase,58
5,4-Jun-94,22343,-174.34,Automatic payment of bills,58
5,8-Jun-94,73735,619.97,Automatic EOQ Inventory purchase,70
5,9-Jun-94,22343,-315.07,Automatic payment of bills,207
5,11-Jun-94,15293,148.44,Automatic EOQ Inventory purchase,212
5,5-Jul-94,51512,939.64,Automatic EOQ Inventory purchase,82
5,5-Jul-94,88873,-148.44,Automatic payment of bills,212
5,11-Feb-95,29387,2643.33,Automatic refund for overpayment,169
5,29-Jul-94,73735,-939.64,Automatic payment of bills,82
5,6-Feb-95,88873,240.43,Automatic EOQ Inventory purchase,234
5,8-Aug-94,73735,1729.17,Automatic EOQ Inventory purchase,97
5,3-Sep-94,51512,-656.2,Automatic payment of bills,220
5,5-Sep-94,22343,-1729.17,Automatic payment of bills,97
5,5-Sep-94,73735,1586.99,Automatic EOQ Inventory purchase,115
5,16-Sep-94,89097,88.42,Automatic EOQ Inventory purchase,224
5,30-Sep-94,89097,-1586.99,Automatic payment of bills,115
5,16-Oct-94,73735,-88.42,Automatic payment of bills,224
5,12-Nov-94,15293,-2069.27,Automatic payment of bills,133
5,13-Dec-94,22343,2643.33,Automatic EOQ Inventory purchase,169
5,19-Dec-94,15293,-1523.77,Automatic payment of bills,151
5,2-Jan-95,15293,2061.11,Automatic EOQ Inventory purchase,187
5,13-Jan-95,87295,-2643.33,Automatic payment of bills,169
5,10-Nov-94,51512,1523.77,Automatic EOQ Inventory purchase,151
5,9-Jul-94,29387,-619.97,Automatic payment of bills,70
5,19-Dec-97,51512,3840.17,Automatic EOQ Inventory purchase,859
5,14-May-97,29387,-4248.48,Automatic payment of bills,699
5,13-Jun-97,51512,4354.96,Automatic EOQ Inventory purchase,739
5,19-Jun-97,88873,-3539.52,Automatic payment of bills,719
5,7-Jul-97,51512,-4354.96,Automatic payment of bills,739
5,14-Jul-97,88873,3913.8,Automatic EOQ Inventory purchase,759
5,11-Aug-97,51512,-3913.8,Automatic payment of bills,759
5,18-Aug-97,87295,3949.24,Automatic EOQ Inventory purchase,779
5,3-Sep-97,73735,4004.34,Automatic EOQ Inventory purchase,799
5,17-Sep-97,87295,-3949.24,Automatic payment of bills,779
5,1-Oct-97,88873,3905.01,Automatic EOQ Inventory purchase,819
5,3-Oct-97,88873,-4004.34,Automatic payment of bills,799
5,29-Oct-97,73735,-3905.01,Automatic payment of bills,819
5,13-May-97,87295,3539.52,Automatic EOQ Inventory purchase,719
5,4-Dec-97,22343,-4352.34,Automatic payment of bills,839
5,18-Jan-98,29387,3969.33,Automatic EOQ Inventory purchase,879
5,19-Jan-98,51512,-3840.17,Automatic payment of bills,859
5,23-Feb-98,51512,-3969.33,Automatic payment of bills,879
5,2-Mar-98,51512,5421.91,Automatic EOQ Inventory purchase,919
5,19-Mar-98,15293,-2717.2,Automatic payment of bills,899
5,1-Apr-98,73735,5377.33,Automatic EOQ Inventory purchase,939
5,5-Apr-98,51512,-5421.91,Automatic payment of bills,919
5,3-May-98,87295,-5377.33,Automatic payment of bills,939
5,18-May-98,22343,5404.26,Automatic EOQ Inventory purchase,959
5,12-Jun-98,87295,5391.96,Automatic EOQ Inventory purchase,979
5,21-Mar-96,87295,-2047.76,Automatic payment of bills,454
5,13-Oct-94,22343,2069.27,Automatic EOQ Inventory purchase,133
5,5-Jul-98,88873,5649.01,Automatic EOQ Inventory purchase,999
5,6-Nov-97,89097,4352.34,Automatic EOQ Inventory purchase,839
5,8-Aug-96,88873,4351.21,Automatic EOQ Inventory purchase,556
5,11-Apr-96,29387,-4325.23,Automatic payment of bills,471
5,30-Apr-96,22343,-4477.48,Automatic payment of bills,488
5,14-Feb-98,88873,2717.2,Automatic EOQ Inventory purchase,899
5,15-Apr-97,87295,-4107.71,Automatic payment of bills,679
5,4-May-96,29387,5289.94,Automatic EOQ Inventory purchase,505
5,31-May-96,22343,-5289.94,Automatic payment of bills,505
5,7-Jun-96,51512,5237.89,Automatic EOQ Inventory purchase,522
5,4-Apr-96,22343,4477.48,Automatic EOQ Inventory purchase,488
5,10-Jul-96,15293,4064.24,Automatic EOQ Inventory purchase,539
5,9-Aug-96,87295,-4064.24,Automatic payment of bills,539
5,3-Sep-96,51512,5126.48,Automatic EOQ Inventory purchase,573
5,8-Sep-96,29387,-4351.21,Automatic payment of bills,556
5,2-Oct-96,22343,-5126.48,Automatic payment of bills,573
5,17-Oct-96,29387,4255.54,Automatic EOQ Inventory purchase,590
5,31-Jan-97,73735,5247.78,Automatic refund for overpayment,624
5,12-Mar-97,22343,-3378.79,Automatic payment of bills,658
5,14-Apr-97,29387,4248.48,Automatic EOQ Inventory purchase,699
5,30-Jun-96,73735,-5237.89,Automatic payment of bills,522
5,13-Nov-96,15293,-4255.54,Automatic payment of bills,590
5,19-Feb-97,51512,3378.79,Automatic EOQ Inventory purchase,658
5,15-Mar-97,51512,4107.71,Automatic EOQ Inventory purchase,679
5,9-Feb-97,51512,-4317.54,Automatic payment of bills,641
5,26-Feb-97,87295,-5247.78,Automatic payment of bills,624
5,6-Jan-97,87295,4317.54,Automatic EOQ Inventory purchase,641
5,2-Jan-97,88873,-5247.78,Automatic payment of bills,624
5,16-Dec-96,15293,-4555.96,Automatic payment of bills,607
5,1-Dec-96,87295,5247.78,Automatic EOQ Inventory purchase,624
5,14-Nov-96,29387,4555.96,Automatic EOQ Inventory purchase,607
6,6-Aug-01,87295,-4243.5,Automatic payment of bills,7646
6,14-Aug-01,51512,-599.17,Automatic payment of bills,8290
6,24-Aug-01,51512,-4121.2,Automatic payment of bills,7671
6,11-Jul-01,22343,4121.2,Automatic EOQ Inventory purchase,7671
6,5-Jul-01,73735,4243.5,Automatic EOQ Inventory purchase,7646
6,2-Sep-01,29387,112,Automatic EOQ Inventory purchase,8329
6,3-Jul-01,88873,-498.52,Automatic payment of bills,8270
6,14-Jul-01,73735,599.17,Automatic EOQ Inventory purchase,8290
6,16-Jun-01,29387,-570.12,Automatic payment of bills,8250
6,7-Jun-01,15293,498.52,Automatic EOQ Inventory purchase,8270
6,3-Jun-01,51512,-4941.99,Automatic payment of bills,7621
6,12-May-01,22343,-4833.88,Automatic payment of bills,7596
6,7-May-01,73735,4941.99,Automatic EOQ Inventory purchase,7621
6,1-Apr-01,51512,2086.55,Automatic EOQ Inventory purchase,7571
6,8-Jan-02,88873,1262.24,Automatic EOQ Inventory purchase,8407
6,6-Apr-01,22343,-656.43,Automatic payment of bills,8211
6,1-May-01,29387,-2086.55,Automatic payment of bills,7571
6,13-Apr-01,73735,4833.88,Automatic EOQ Inventory purchase,7596
6,20-May-01,15293,570.12,Automatic EOQ Inventory purchase,8250
6,7-Dec-01,73735,306.33,Automatic EOQ Inventory purchase,8387
6,15-Feb-02,88873,-5025.53,Automatic payment of bills,7821
6,4-Feb-02,88873,-1262.24,Automatic payment of bills,8407
6,15-Mar-00,22343,-696.41,Automatic payment of bills,7286
6,23-Mar-01,29387,-3379.7,Automatic payment of bills,7546
6,1-Feb-02,88873,5193.63,Automatic EOQ Inventory purchase,7846
6,1-Feb-02,22343,-4335.96,Automatic payment of bills,7796
6,22-Jan-02,73735,5025.53,Automatic EOQ Inventory purchase,7821
6,29-Dec-01,88873,4335.96,Automatic EOQ Inventory purchase,7796
6,22-Dec-01,29387,-4414.37,Automatic payment of bills,7771
6,9-Sep-01,88873,4707.23,Automatic EOQ Inventory purchase,7696
6,24-Nov-01,29387,-4290.81,Automatic payment of bills,7746
6,22-Nov-01,87295,4414.37,Automatic EOQ Inventory purchase,7771
6,3-Nov-01,88873,-4461.42,Automatic payment of bills,7721
6,28-Oct-01,51512,4290.81,Automatic EOQ Inventory purchase,7746
6,4-Oct-01,89097,-112,Automatic payment of bills,8329
6,4-Oct-01,51512,4461.42,Automatic EOQ Inventory purchase,7721
6,30-Sep-01,88873,-4707.23,Automatic payment of bills,7696
6,2-Jan-02,22343,-306.33,Automatic payment of bills,8387
6,8-Feb-00,29387,-4933.94,Automatic payment of bills,1392
6,9-Jul-00,73735,2576.47,Automatic EOQ Inventory purchase,7346
6,7-Jul-00,15293,2088.54,Automatic EOQ Inventory purchase,7371
6,4-Jul-00,87295,-2347.25,Automatic payment of bills,7321
6,7-Jun-00,29387,2347.25,Automatic EOQ Inventory purchase,7321
6,31-May-00,88873,-776.43,Automatic payment of bills,7306
6,28-Apr-00,22343,776.43,Automatic EOQ Inventory purchase,7306
6,25-Mar-00,51512,-372.42,Automatic payment of bills,7268
6,6-Apr-00,15293,-4627.32,Automatic payment of bills,1443
6,4-Mar-00,22343,-4733.95,Automatic payment of bills,1418
6,4-Feb-00,51512,4733.95,Automatic EOQ Inventory purchase,1418
6,26-Feb-00,22343,372.42,Automatic EOQ Inventory purchase,7268
6,15-Mar-05,73735,-3941.53,Automatic payment of bills,9329
6,25-Feb-00,51512,4224.97,Automatic refund for overpayment,1367
6,23-Feb-00,29387,696.41,Automatic EOQ Inventory purchase,7286
6,15-Feb-00,29387,-6631.02,Automatic payment of bills,7242
6,27-Feb-02,22343,-5193.63,Automatic payment of bills,7846
6,19-May-04,73735,-3211.15,Automatic payment of bills,9053
6,11-Mar-00,29387,4627.32,Automatic EOQ Inventory purchase,1443
6,12-Dec-00,51512,3359.6,Automatic EOQ Inventory purchase,7496
6,9-Mar-01,73735,656.43,Automatic EOQ Inventory purchase,8211
6,1-Mar-01,88873,-506.14,Automatic payment of bills,8191
6,20-Feb-01,73735,3379.7,Automatic EOQ Inventory purchase,7546
6,12-Feb-01,29387,3359.6,Automatic refund for overpayment,7496
6,4-Feb-01,88873,506.14,Automatic EOQ Inventory purchase,8191
6,3-Feb-01,15293,2623.75,Automatic EOQ Inventory purchase,7521
6,2-Feb-01,89097,2523.96,Automatic refund for overpayment,7471
6,3-Aug-00,87295,2745.81,Automatic EOQ Inventory purchase,7396
6,2-Jan-01,29387,-2523.96,Automatic payment of bills,7471
6,6-Aug-00,15293,-2088.54,Automatic payment of bills,7371
6,10-Dec-00,73735,2523.96,Automatic EOQ Inventory purchase,7471
6,25-Nov-00,87295,-2542.28,Automatic payment of bills,7446
6,1-Nov-00,89097,2542.28,Automatic EOQ Inventory purchase,7446
6,20-Oct-00,89097,-2911.07,Automatic payment of bills,7421
6,16-Sep-00,29387,2911.07,Automatic EOQ Inventory purchase,7421
6,4-Sep-00,22343,-2745.81,Automatic payment of bills,7396
6,7-Aug-00,73735,-2576.47,Automatic payment of bills,7346
6,10-Mar-01,88873,-2623.75,Automatic payment of bills,7521
6,14-Jan-01,15293,-3359.6,Automatic payment of bills,7496
6,19-Dec-03,29387,3128.34,Automatic EOQ Inventory purchase,8949
6,15-May-04,15293,1962.32,Automatic EOQ Inventory purchase,9080
6,10-Apr-04,87295,-2815.66,Automatic payment of bills,9027
6,13-Mar-04,87295,2815.66,Automatic EOQ Inventory purchase,9027
6,13-Mar-04,51512,-3204.77,Automatic payment of bills,9001
6,11-Feb-04,87295,3204.77,Automatic EOQ Inventory purchase,9001
6,5-Feb-04,29387,-4070.84,Automatic payment of bills,8975
6,25-Jan-04,87295,-3128.34,Automatic payment of bills,8949
6,2-Aug-03,88873,-1942.41,Automatic payment of bills,8822
6,24-Dec-03,89097,-1966.68,Automatic payment of bills,8923
6,4-Jul-04,89097,-2645.65,Automatic payment of bills,9107
6,20-Nov-03,88873,1966.68,Automatic EOQ Inventory purchase,8923
6,9-Nov-03,51512,-1605,Automatic payment of bills,8897
6,18-Oct-03,22343,1605,Automatic EOQ Inventory purchase,8897
6,3-Oct-03,87295,-1578.16,Automatic payment of bills,8872
6,10-Sep-03,15293,-1567.7,Automatic payment of bills,8847
6,2-Sep-03,22343,1578.16,Automatic EOQ Inventory purchase,8872
6,19-Apr-04,88873,3211.15,Automatic EOQ Inventory purchase,9053
6,5-Jan-04,15293,4070.84,Automatic EOQ Inventory purchase,8975
6,16-Nov-04,22343,-1607.37,Automatic payment of bills,9217
6,21-Jan-00,22343,-4224.97,Automatic payment of bills,1367
6,3-Sep-99,88873,2669.84,Automatic EOQ Inventory purchase,1293
6,9-Feb-05,87295,3941.53,Automatic EOQ Inventory purchase,9329
6,7-Feb-05,51512,-3743.4,Automatic payment of bills,9301
6,15-Jan-05,51512,-3853.93,Automatic payment of bills,9273
6,4-Jan-05,51512,3743.4,Automatic EOQ Inventory purchase,9301
6,15-Dec-04,73735,-1957.78,Automatic payment of bills,9245
6,2-Jun-04,73735,2645.65,Automatic EOQ Inventory purchase,9107
6,16-Nov-04,51512,1957.78,Automatic EOQ Inventory purchase,9245
6,17-Jun-04,88873,-1962.32,Automatic payment of bills,9080
6,18-Oct-04,88873,1607.37,Automatic EOQ Inventory purchase,9217
6,16-Oct-04,51512,-2582.57,Automatic payment of bills,9189
6,17-Sep-04,73735,2582.57,Automatic EOQ Inventory purchase,9189
6,15-Sep-04,87295,-2766.06,Automatic payment of bills,9161
6,16-Aug-04,22343,2766.06,Automatic EOQ Inventory purchase,9161
6,15-Aug-04,88873,-2203.85,Automatic payment of bills,9134
6,19-Jul-04,29387,2203.85,Automatic EOQ Inventory purchase,9134
6,14-Jul-03,29387,-2396.07,Automatic payment of bills,8797
6,11-Dec-04,73735,3853.93,Automatic EOQ Inventory purchase,9273
6,5-Jul-02,15293,4250.18,Automatic EOQ Inventory purchase,7971
6,17-Sep-02,29387,-4849.65,Automatic payment of bills,7996
6,11-Sep-02,88873,274.03,Automatic EOQ Inventory purchase,8583
6,2-Sep-02,89097,-331.84,Automatic payment of bills,8560
6,1-Sep-02,29387,4756.12,Automatic EOQ Inventory purchase,8021
6,14-Aug-02,22343,4849.65,Automatic EOQ Inventory purchase,7996
6,5-Aug-02,89097,-4250.18,Automatic payment of bills,7971
6,2-Aug-02,73735,331.84,Automatic EOQ Inventory purchase,8560
6,16-Aug-03,22343,1567.7,Automatic EOQ Inventory purchase,8847
6,8-Jul-02,88873,-290.98,Automatic payment of bills,8515
6,19-Oct-02,89097,5979.24,Automatic EOQ Inventory purchase,8046
6,16-Jun-02,22343,-3605.37,Automatic payment of bills,7921
6,12-Jun-02,51512,290.98,Automatic EOQ Inventory purchase,8515
6,6-Jun-02,88873,3934.37,Automatic EOQ Inventory purchase,7946
6,12-May-02,51512,3605.37,Automatic EOQ Inventory purchase,7921
6,3-May-02,89097,-3635.52,Automatic payment of bills,7896
6,30-Apr-02,29387,-3635.76,Automatic payment of bills,7871
6,9-Apr-02,29387,3635.52,Automatic EOQ Inventory purchase,7896
6,14-Jul-02,51512,-3934.37,Automatic payment of bills,7946
6,19-Feb-03,22343,-1068.52,Automatic payment of bills,8672
6,2-Jul-03,15293,1942.41,Automatic EOQ Inventory purchase,8822
6,18-Jun-03,29387,-1486.67,Automatic payment of bills,8772
6,8-Jun-03,88873,2396.07,Automatic EOQ Inventory purchase,8797
6,14-May-03,15293,1486.67,Automatic EOQ Inventory purchase,8772
6,2-May-03,73735,-2737.6,Automatic payment of bills,8746
6,15-Apr-03,29387,-2682.96,Automatic payment of bills,8721
6,1-Apr-03,15293,2737.6,Automatic EOQ Inventory purchase,8746
6,26-Sep-02,87295,-4756.12,Automatic payment of bills,8021
6,11-Mar-03,73735,-2630.33,Automatic payment of bills,8696
6,14-Oct-02,15293,-274.03,Automatic payment of bills,8583
6,11-Feb-03,51512,2630.33,Automatic EOQ Inventory purchase,8696
6,16-Jan-03,51512,-5274.09,Automatic payment of bills,8096
6,15-Jan-03,29387,1068.52,Automatic EOQ Inventory purchase,8672
6,7-Jan-03,88873,-5274.79,Automatic payment of bills,8071
6,9-Dec-02,15293,5274.79,Automatic EOQ Inventory purchase,8071
6,4-Dec-02,73735,5274.09,Automatic EOQ Inventory purchase,8096
6,1-Dec-02,89097,-5979.24,Automatic payment of bills,8046
6,7-Apr-02,22343,3635.76,Automatic EOQ Inventory purchase,7871
6,16-Mar-03,73735,2682.96,Automatic EOQ Inventory purchase,8721
6,12-Oct-95,51512,-3638.45,Automatic payment of bills,370
6,13-Nov-96,51512,-4894.72,Automatic payment of bills,591
6,28-Jan-96,87295,-3567.99,Automatic payment of bills,438
6,1-Jan-96,51512,3567.99,Automatic EOQ Inventory purchase,438
6,1-Jan-96,87295,-2976.75,Automatic payment of bills,421
6,8-Dec-95,87295,-2742.61,Automatic payment of bills,404
6,6-Dec-95,29387,2976.75,Automatic EOQ Inventory purchase,421
6,14-Nov-95,87295,-3529.96,Automatic payment of bills,387
6,9-Feb-96,87295,2629.79,Automatic EOQ Inventory purchase,455
6,18-Oct-95,73735,3529.96,Automatic EOQ Inventory purchase,387
6,2-Mar-96,51512,-2976.75,Automatic payment of bills,421
6,13-Sep-95,29387,3638.45,Automatic EOQ Inventory purchase,370
6,8-Sep-95,51512,-3343.46,Automatic payment of bills,353
6,11-Aug-95,29387,3343.46,Automatic EOQ Inventory purchase,353
6,9-Aug-95,29387,-3572.57,Automatic payment of bills,336
6,16-Jul-95,88873,-3114.86,Automatic payment of bills,319
6,6-Jul-95,88873,3572.57,Automatic EOQ Inventory purchase,336
6,14-Jun-95,22343,3114.86,Automatic EOQ Inventory purchase,319
6,11-Nov-95,15293,2742.61,Automatic EOQ Inventory purchase,404
6,14-Jun-96,22343,5688.66,Automatic EOQ Inventory purchase,523
6,8-Nov-96,88873,5269.23,Automatic EOQ Inventory purchase,608
6,15-Oct-96,88873,4894.72,Automatic EOQ Inventory purchase,591
6,8-Oct-96,15293,-5933.25,Automatic payment of bills,574
6,10-Sep-96,87295,5933.25,Automatic EOQ Inventory purchase,574
6,3-Sep-96,29387,-5083.43,Automatic payment of bills,557
6,7-Aug-96,29387,5083.43,Automatic EOQ Inventory purchase,557
6,4-Aug-96,22343,-4664.05,Automatic payment of bills,540
6,1-Feb-96,73735,2976.75,Automatic refund for overpayment,421
6,10-Jul-96,73735,4664.05,Automatic EOQ Inventory purchase,540
6,4-May-95,22343,2738.23,Automatic EOQ Inventory purchase,302
6,12-Jun-96,22343,-6275.26,Automatic payment of bills,506
6,17-May-96,15293,6275.26,Automatic EOQ Inventory purchase,506
6,5-May-96,29387,-5042.93,Automatic payment of bills,489
6,7-Apr-96,88873,5042.93,Automatic EOQ Inventory purchase,489
6,5-Apr-96,89097,-4988.79,Automatic payment of bills,472
6,9-Mar-96,88873,-2629.79,Automatic payment of bills,455
6,6-Mar-96,22343,4988.79,Automatic EOQ Inventory purchase,472
6,16-Jul-96,89097,-5688.66,Automatic payment of bills,523
6,30-Mar-94,51512,-2081.44,Automatic payment of bills,43
6,12-Aug-94,87295,3563.07,Automatic EOQ Inventory purchase,98
6,5-Aug-94,89097,-2527.78,Automatic payment of bills,83
6,20-Jul-94,51512,-2995.59,Automatic payment of bills,71
6,2-Jul-94,22343,2527.78,Automatic EOQ Inventory purchase,83
6,19-Jun-94,29387,2995.59,Automatic EOQ Inventory purchase,71
6,15-Jun-94,87295,-2264.61,Automatic payment of bills,59
8,11-Jan-96,51512,15582.78,Automatic EOQ Inventory purchase,439
8,12-Feb-96,22343,-15582.78,Automatic payment of bills,439
8,15-Feb-96,22343,4910.01,Automatic EOQ Inventory purchase,456
8,17-Mar-96,29387,-4910.01,Automatic payment of bills,456
8,19-Mar-96,87295,5827.14,Automatic EOQ Inventory purchase,473
8,4-Apr-96,29387,5740.78,Automatic EOQ Inventory purchase,490
8,15-Apr-96,73735,-5827.14,Automatic payment of bills,473
8,6-Oct-95,87295,-13825.05,Automatic payment of bills,371
8,6-Nov-94,15293,-4762.86,Automatic payment of bills,135
8,15-Jul-00,87295,-21820.82,Automatic payment of bills,7347
8,31-May-00,87295,8197.3,Automatic EOQ Inventory purchase,7322
8,1-Jan-94,87295,113921.1,Initial Purchase for startup,8
8,2-Feb-94,73735,-113921.1,Automatic payment of bills,8
8,18-Aug-94,22343,1556.44,Automatic EOQ Inventory purchase,99
8,9-Sep-94,89097,3250.05,Automatic EOQ Inventory purchase,117
8,18-Sep-94,29387,-1556.44,Automatic payment of bills,99
8,19-Sep-94,88873,1265.67,Automatic EOQ Inventory purchase,225
8,1-Oct-94,88873,2551.43,Automatic EOQ Inventory purchase,227
8,7-Oct-94,22343,-3250.05,Automatic payment of bills,117
8,14-Oct-94,15293,4762.86,Automatic EOQ Inventory purchase,135
8,8-Apr-95,22343,15269.86,Automatic EOQ Inventory purchase,286
8,31-Oct-94,29387,-2551.43,Automatic payment of bills,227
8,24-Mar-95,87295,-8884.05,Automatic payment of bills,252
8,10-Nov-94,88873,6175.46,Automatic EOQ Inventory purchase,153
8,3-Dec-94,29387,14358.22,Automatic EOQ Inventory purchase,171
8,22-Dec-94,22343,-1533.21,Automatic payment of bills,228
8,2-Jan-95,22343,-14358.22,Automatic payment of bills,171
8,2-Jan-95,29387,10262.01,Automatic EOQ Inventory purchase,189
8,30-Jan-95,22343,-10262.01,Automatic payment of bills,189
8,2-Feb-95,29387,14358.22,Automatic refund for overpayment,171
8,11-Feb-95,22343,537.04,Automatic EOQ Inventory purchase,236
8,19-Feb-95,51512,8884.05,Automatic EOQ Inventory purchase,252
