"CITYID","ZIPCODE","CITY","STATE","AREACODE","POPULATION1990","POPULATION1980","COUNTRY","LATITUDE","LONGITUDE","POPULATIONCDF"
1372,"31723","Blakely","GA","912",5595,5880,"USA",31.38333,-84.93333,0.2462807
1373,"31520","Brunswick","GA","912",16433,17605,"USA",31.16667,-81.5,0.2463748
1374,"30518","Buford","GA","404",8771,6578,"USA",34.11666,-84,0.2464251
1375,"31728","Cairo","GA","912",9035,8777,"USA",30.86667,-84.21667,0.2464768
1376,"30701","Calhoun","GA","706",7135,5563,"USA",34.5,-84.95,0.2465177
1377,"31730","Camilla","GA","912",5124,5414,"USA",31.23333,-84.2,0.246547
1378,"30032","Candler-McAfee","GA","404",29491,27306,"USA",,,0.246716
1379,"30117","Carrollton","GA","404",16029,14078,"USA",33.58333,-85.08334,0.2468078
1380,"30120","Cartersville","GA","404",12037,9247,"USA",34.16667,-84.8,0.2468768
1381,"30125","Cedartown","GA","404",7976,8619,"USA",34.01667,-85.25,0.2469225
1382,"30366","Chamblee","GA","404",7668,7137,"USA",33.88334,-84.3,0.2469664
1383,"30021","Clarkston","GA","404",5385,4539,"USA",33.81667,-84.23333,0.2469973
1384,"30337","College Park","GA","404",20645,24632,"USA",33.66667,-84.45,0.2471155
1385,"31908","Columbus","GA","706",178681,169441,"USA",32.46667,-84.98333,0.2481392
1386,"30027","Conley","GA","404",5528,6033,"USA",33.65,-84.33334,0.2481709
1387,"30208","Conyers","GA","404",7380,6567,"USA",33.66667,-84.01667,0.2482131
1388,"31015","Cordele","GA","912",10833,11184,"USA",31.96667,-83.78333,0.2482752
1389,"","Country Club Estates","GA","",7500,,"USA",,,0.2483182
1390,"30209","Covington","GA","404",9860,10586,"USA",33.6,-83.85,0.2483747
1391,"30720","Dalton","GA","706",22218,20581,"USA",34.76667,-84.96667,0.2485019
1392,"31742","Dawson","GA","912",5295,5699,"USA",31.76667,-84.45,0.2485323
1393,"30030","Decatur","GA","404",17304,18404,"USA",33.78333,-84.3,0.2486314
1394,"31520","Dock Junction","GA","912",7094,6189,"USA",31.2,-81.5,0.2486721
1395,"30362","Doraville","GA","404",7626,7414,"USA",33.9,-84.28333,0.2487157
1396,"31533","Douglas","GA","912",10464,10980,"USA",31.51667,-82.85,0.2487757
1397,"30134","Douglasville","GA","404",11635,7641,"USA",33.75,-84.75,0.2488423
1398,"30333","Druid Hills","GA","404",12174,12700,"USA",33.78333,-84.33334,0.2489121
1399,"31021","Dublin","GA","912",16312,16083,"USA",32.53333,-82.9,0.2490055
1400,"30136","Duluth","GA","404",9821,2956,"USA",34,-84.15,0.2490618
1401,"30356","Dunwoody","GA","404",26302,17768,"USA",33.95,-84.33334,0.2492125
1402,"30364","East Point","GA","404",34595,37486,"USA",33.68333,-84.45,0.2494107
1641,"60914","Bourbonnais","IL","815",13929,13280,"USA",41.16667,-87.88333,0.2772253
1642,"60915","Bradley","IL","815",10918,11015,"USA",41.15,-87.86667,0.2772879
1643,"60455","Bridgeview","IL","708",14402,14155,"USA",41.75,-87.8,0.2773704
1644,"60153","Broadview","IL","708",8538,8618,"USA",41.86666,-87.83334,0.2774193
1645,"60513","Brookfield","IL","708",18876,19395,"USA",41.83333,-87.85,0.2775275
1646,"60089","Buffalo Grove","IL","708",36417,22230,"USA",42.15,-87.96667,0.2777361
1647,"60459","Burbank","IL","708",27600,28462,"USA",41.75,-87.76667,0.2778942
1648,"60521","Burr Ridge","IL","708",7684,3838,"USA",41.76667,-87.91666,0.2779382
1649,"62206","Cahokia","IL","618",17550,18904,"USA",38.56667,-90.18333,0.2780388
1650,"60409","Calumet City","IL","708",37840,39697,"USA",41.61666,-87.53333,0.2782556
1651,"60643","Calumet Park","IL","708",8418,8788,"USA",41.66667,-87.66666,0.2783038
1652,"61520","Canton","IL","309",13959,14626,"USA",40.55,-90.03333,0.2783837
1653,"62901","Carbondale","IL","618",27033,26414,"USA",37.73333,-89.21667,0.2785386
1654,"62626","Carlinville","IL","217",5416,5439,"USA",39.28333,-89.88333,0.2785696
1655,"62821","Carmi","IL","618",5626,6107,"USA",38.08333,-88.16666,0.2786019
1656,"60188","Carol Stream","IL","708",31759,15472,"USA",41.91667,-88.11667,0.2787838
1657,"60110","Carpentersville","IL","708",23049,23272,"USA",42.11666,-88.28333,0.2789159
1658,"60013","Cary","IL","708",10043,6640,"USA",42.21667,-88.23333,0.2789734
1659,"62801","Centralia","IL","618",14274,15126,"USA",38.53333,-89.13333,0.2790552
1660,"62206","Centreville","IL","618",7489,9747,"USA",38.55,-90.11667,0.2790981
1661,"61821","Champaign","IL","217",63502,58267,"USA",40.11666,-88.25,0.2794619
1662,"61920","Charleston","IL","217",20398,19355,"USA",39.5,-88.16666,0.2795787
1663,"62629","Chatham","IL","217",6074,5597,"USA",39.66667,-89.7,0.2796135
1664,"62233","Chester","IL","618",8204,8401,"USA",37.91667,-89.81667,0.2796605
1666,"60411","Chicago Heights","IL","708",32966,37026,"USA",41.5,-87.63333,0.2798494
1667,"60415","Chicago Ridge","IL","708",13643,13473,"USA",41.7,-87.78333,0.2799276
1668,"61523","Chillicothe","IL","309",5959,6176,"USA",40.91667,-89.48333,0.2799617
1669,"60650","Cicero","IL","708",67436,61232,"USA",41.85,-87.75,0.280348
1670,"60514","Clarendon Hills","IL","708",6994,6870,"USA",41.8,-87.95,0.2803881
1671,"61727","Clinton","IL","217",7437,8014,"USA",40.15,-88.95,0.2804307
1672,"62234","Collinsville","IL","618",22424,19475,"USA",38.66667,-89.98333,0.2805592
1673,"62236","Columbia","IL","618",5524,4269,"USA",38.45,-90.2,0.2805908
1674,"60478","Country Club Hills","IL","708",15431,14676,"USA",41.56667,-87.73333,0.2806792
1675,"60525","Countryside","IL","708",5961,6242,"USA",41.78333,-87.86667,0.2807134
1676,"60435","Crest Hill","IL","815",10999,9252,"USA",41.55,-88.1,0.2807764
1677,"60445","Crestwood","IL","708",10823,10852,"USA",41.63334,-87.73333,0.2808384
1678,"60417","Crete","IL","708",6773,5417,"USA",41.45,-87.63333,0.2808772
1679,"61611","Creve Coeur","IL","309",5938,6851,"USA",40.65,-89.6,0.2809112
1680,"60014","Crystal Lake","IL","815",24696,18590,"USA",42.23333,-88.31667,0.2810527
1681,"61832","Danville","IL","217",33828,38985,"USA",40.13334,-87.61667,0.2812465
1682,"60561","Darien","IL","708",18148,14956,"USA",41.75,-87.96667,0.2813505
1683,"60115","De Kalb","IL","815",35076,33157,"USA",41.93333,-88.76667,0.2815514
1684,"62525","Decatur","IL","217",83900,93939,"USA",39.85,-88.95,0.2820321
1685,"60015","Deerfield","IL","708",17327,17432,"USA",42.16667,-87.85,0.2821313
1686,"60018","Des Plaines","IL","708",53414,53568,"USA",42.05,-87.86667,0.2824374
1687,"61021","Dixon","IL","815",15134,15710,"USA",41.83333,-89.48333,0.282524
1688,"60419","Dolton","IL","708",23956,24766,"USA",41.63334,-87.6,0.2826613
1689,"60515","Downers Grove","IL","708",46845,42259,"USA",41.81667,-88.01667,0.2829297
1690,"62832","Du Quoin","IL","618",6697,6594,"USA",38.01667,-89.23333,0.282968
1691,"62024","East Alton","IL","618",7063,7096,"USA",38.88334,-90.11667,0.2830085
1692,"61244","East Moline","IL","309",20147,20907,"USA",41.53333,-90.43333,0.2831239
1693,"61611","East Peoria","IL","309",21378,22385,"USA",40.66667,-89.56667,0.2832464
1694,"62201","East St. Louis","IL","618",40944,55200,"USA",38.61666,-90.11667,0.2834809
1695,"62025","Edwardsville","IL","618",14582,12480,"USA",38.81667,-89.96667,0.2835645
1696,"62401","Effingham","IL","217",11927,11270,"USA",39.11666,-88.55,0.2836328
1697,"60120","Elgin","IL","708",77010,63668,"USA",42.03333,-88.28333,0.284074
1698,"60009","Elk Grove Village","IL","708",33429,28679,"USA",42.01667,-87.98333,0.2842655
1699,"60126","Elmhurst","IL","708",42029,44276,"USA",41.88334,-88.08334,0.2845063
1700,"60635","Elmwood Park","IL","708",23206,24016,"USA",41.93333,-87.81667,0.2846392
1701,"60201","Evanston","IL","708",73233,73706,"USA",42.05,-87.68333,0.2850588
1702,"60642","Evergreen Park","IL","708",20874,22260,"USA",41.71667,-87.68333,0.2851784
1703,"62837","Fairfield","IL","618",5442,5944,"USA",38.38334,-88.36667,0.2852096
1704,"62208","Fairview Heights","IL","618",14351,12111,"USA",38.61666,-90.05,0.2852918
1705,"62839","Flora","IL","618",5093,5379,"USA",38.66667,-88.48333,0.2853209
1706,"60422","Flossmoor","IL","708",8651,8423,"USA",41.53333,-87.68333,0.2853705
1707,"60130","Forest Park","IL","708",14918,15177,"USA",41.86666,-87.81667,0.285456
1708,"60020","Fox Lake","IL","708",7539,6831,"USA",42.4,-88.13333,0.2854992
1709,"60423","Frankfort","IL","708",7180,4357,"USA",41.5,-87.85,0.2855403
1710,"","Frankfort Square","IL","",6227,,"USA",,,0.285576
1711,"60131","Franklin Park","IL","708",18485,17507,"USA",41.93333,-87.85,0.2856819
1712,"61032","Freeport","IL","815",25840,26266,"USA",42.28333,-89.6,0.2858299
1713,"60030","Gages Lake","IL","708",8349,3814,"USA",42.35,-87.98333,0.2858777
1714,"61401","Galesburg","IL","309",33530,35305,"USA",40.95,-90.36667,0.2860698
1715,"61254","Geneseo","IL","309",5990,6373,"USA",41.45,-90.15,0.2861041
1716,"60134","Geneva","IL","708",12625,9881,"USA",41.88334,-88.3,0.2861765
1717,"62034","Glen Carbon","IL","618",7774,5197,"USA",38.75,-90,0.286221
1718,"60137","Glen Ellyn","IL","708",24919,23691,"USA",41.88334,-88.06667,0.2863638
1719,"60022","Glencoe","IL","708",8499,9200,"USA",42.13334,-87.75,0.2864125
1720,"60139","Glendale Heights","IL","708",27915,23251,"USA",41.91667,-88.06667,0.2865724
1721,"60025","Glenview","IL","708",37052,32060,"USA",42.06667,-87.8,0.2867846
1722,"60425","Glenwood","IL","708",9289,10538,"USA",41.55,-87.61667,0.2868379
1723,"62035","Godfrey","IL","618",5436,,"USA",38.96667,-90.18333,0.286869
1724,"","Goodings Grove","IL","",14054,,"USA",,,0.2869495
1725,"62040","Granite City","IL","618",32766,36815,"USA",38.7,-90.15,0.2871372
1726,"60030","Grayslake","IL","708",7388,5260,"USA",42.35,-88.03333,0.2871796
1727,"62246","Greenville","IL","618",5108,5271,"USA",38.88334,-89.41666,0.2872088
1728,"60031","Gurnee","IL","708",13715,7179,"USA",42.36666,-87.91666,0.2872874
1729,"60103","Hanover Park","IL","708",32918,28719,"USA",41.98333,-88.15,0.287476
1730,"62946","Harrisburg","IL","618",9318,10410,"USA",37.73333,-88.53333,0.2875294
1731,"60033","Harvard","IL","815",5975,5126,"USA",42.41667,-88.61667,0.2875636
1732,"60426","Harvey","IL","708",29771,35810,"USA",41.6,-87.83334,0.2877342
1733,"60656","Harwood Heights","IL","312",7680,8228,"USA",41.96667,-87.8,0.2877782
1734,"60429","Hazel Crest","IL","708",13334,13973,"USA",41.58333,-87.66666,0.2878546
1735,"62948","Herrin","IL","618",10857,10708,"USA",37.8,-89.03333,0.2879167
1736,"60457","Hickory Hills","IL","708",13021,13778,"USA",41.71667,-87.83334,0.2879913
1737,"62249","Highland","IL","618",7546,7122,"USA",38.73333,-89.68333,0.2880346
1738,"60035","Highland Park","IL","708",30575,30599,"USA",42.18333,-87.8,0.2882097
1739,"60040","Highwood","IL","708",5331,5455,"USA",42.2,-87.8,0.2882403
1740,"60162","Hillside","IL","708",7672,8279,"USA",41.88334,-87.9,0.2882842
1741,"60521","Hinsdale","IL","708",16029,16726,"USA",41.8,-87.93333,0.2883761
1742,"60195","Hoffman Estates","IL","708",46363,37272,"USA",42.08333,-88.13333,0.2886417
1743,"60430","Homewood","IL","708",19278,19724,"USA",41.56667,-87.66666,0.2887521
1744,"60942","Hoopeston","IL","217",5871,6411,"USA",40.46667,-87.66666,0.2887858
1745,"60067","Inverness","IL","708",6516,4046,"USA",42.13334,-88.1,0.2888231
1746,"60143","Itasca","IL","708",6947,7129,"USA",41.96667,-88.01667,0.2888629
1747,"62650","Jacksonville","IL","217",19327,20284,"USA",39.73333,-90.23333,0.2889736
1748,"62052","Jerseyville","IL","618",7382,7506,"USA",39.11666,-90.33334,0.2890159
1749,"60436","Joliet","IL","815",77217,77956,"USA",41.53333,-88.08334,0.2894583
1750,"60458","Justice","IL","708",11137,10552,"USA",41.75,-87.85,0.2895221
1751,"60901","Kankakee","IL","815",27541,29633,"USA",41.11666,-87.86667,0.2896799
1752,"61443","Kewanee","IL","309",12969,14508,"USA",41.23333,-89.93333,0.2897542
1753,"60525","La Grange","IL","708",15362,15693,"USA",41.8,-87.86667,0.2898422
1754,"60525","La Grange Park","IL","708",12861,13359,"USA",41.81667,-87.86667,0.2899158
1755,"61301","La Salle","IL","815",9717,10347,"USA",41.33333,-89.1,0.2899715
1756,"60044","Lake Bluff","IL","708",5486,4434,"USA",42.28333,-87.83334,0.2900029
1757,"60045","Lake Forest","IL","708",17836,15245,"USA",42.25,-87.83334,0.2901051
1758,"60102","Lake in the Hills","IL","708",5900,5651,"USA",42.18333,-88.31667,0.2901389
1759,"60047","Lake Zurich","IL","708",14927,8225,"USA",42.2,-88.08334,0.2902244
1760,"60438","Lansing","IL","708",28131,29039,"USA",41.56667,-87.55,0.2903856
1761,"60439","Lemont","IL","708",7359,5640,"USA",41.66667,-88,0.2904277
1762,"60048","Libertyville","IL","708",19174,16520,"USA",42.3,-87.95,0.2905376
1763,"62656","Lincoln","IL","217",15418,16327,"USA",40.15,-89.36667,0.2906259
1764,"60645","Lincolnwood","IL","708",11365,11921,"USA",42.03333,-87.73333,0.290691
1765,"60046","Lindenhurst","IL","708",8044,6220,"USA",42.41667,-88.03333,0.2907371
1766,"60532","Lisle","IL","708",19584,13638,"USA",41.8,-88.08334,0.2908493
1767,"62056","Litchfield","IL","217",6883,7204,"USA",39.18333,-89.65,0.2908888
1768,"60441","Lockport","IL","815",9401,9192,"USA",41.58333,-88.05,0.2909426
1769,"60148","Lombard","IL","708",39408,36879,"USA",41.88334,-88.01667,0.2911684
1770,"61130","Loves Park","IL","815",15457,13192,"USA",42.31667,-89.05,0.2912569
1771,"60411","Lynwood","IL","708",6535,4195,"USA",41.51667,-87.53333,0.2912944
1772,"60534","Lyons","IL","708",9828,9925,"USA",41.81667,-87.83334,0.2913507
1773,"61115","Machesney Park","IL","815",19042,19514,"USA",,,0.2914598
1774,"61455","Macomb","IL","309",19952,19863,"USA",40.45,-90.66666,0.2915741
1775,"62959","Marion","IL","618",14545,14031,"USA",37.73333,-88.93333,0.2916574
1776,"60426","Markham","IL","708",13136,15172,"USA",41.6,-87.7,0.2917326
1777,"62258","Mascoutah","IL","618",5511,4962,"USA",38.48333,-89.8,0.2917642
1778,"60443","Matteson","IL","708",11378,10223,"USA",41.5,-87.7,0.2918294
1779,"61938","Mattoon","IL","217",18441,19293,"USA",39.48333,-88.38333,0.2919351
1780,"60153","Maywood","IL","708",27139,27998,"USA",41.88334,-87.85,0.2920905
1781,"60050","McHenry","IL","815",16343,10737,"USA",42.35,-88.26667,0.2921842
1782,"60160","Melrose Park","IL","708",20859,20735,"USA",41.9,-87.86667,0.2923037
1783,"61342","Mendota","IL","815",7017,7134,"USA",41.55,-89.11667,0.2923439
1784,"62960","Metropolis","IL","618",6734,7171,"USA",37.15,-88.73333,0.2923824
1785,"60445","Midlothian","IL","708",14372,14274,"USA",41.63334,-87.71667,0.2924648
1786,"61264","Milan","IL","309",5753,6371,"USA",41.45,-90.56667,0.2924977
1787,"60448","Mokena","IL","",6128,4578,"USA",41.53333,-87.88333,0.2925328
1788,"61265","Moline","IL","309",43080,46407,"USA",41.5,-90.51667,0.2927797
1789,"61462","Monmouth","IL","309",9489,10706,"USA",40.91667,-90.65,0.292834
1790,"60450","Morris","IL","815",10274,8833,"USA",41.36666,-88.43333,0.2928929
1791,"61550","Morton","IL","309",13799,14178,"USA",40.61666,-89.46667,0.2929719
1792,"60053","Morton Grove","IL","708",22373,23747,"USA",42.03333,-87.76667,0.2931001
1793,"62863","Mount Carmel","IL","618",8287,8908,"USA",38.41667,-87.76667,0.2931476
1794,"60056","Mount Prospect","IL","708",53168,52634,"USA",42.06667,-87.93333,0.2934522
1795,"62864","Mount Vernon","IL","618",17082,17193,"USA",38.31667,-88.91666,0.29355
1796,"60060","Mundelein","IL","708",21224,17053,"USA",42.26667,-88,0.2936716
1797,"62966","Murphysboro","IL","618",9176,9866,"USA",37.76667,-89.33334,0.2937242
1798,"60540","Naperville","IL","708",85806,42601,"USA",41.76667,-88.15,0.2942158
1799,"60451","New Lenox","IL","815",9698,5792,"USA",41.51667,-87.96667,0.2942713
1800,"60714","Niles","IL","708",28375,30363,"USA",42.03333,-87.8,0.2944339
1801,"61761","Normal","IL","309",40023,35672,"USA",40.51667,-88.98333,0.2946632
1802,"60634","Norridge","IL","708",14459,16483,"USA",41.96667,-87.81667,0.294746
1803,"60542","North Aurora","IL","708",6010,5205,"USA",41.8,-88.33334,0.2947804
1804,"60064","North Chicago","IL","708",34978,38774,"USA",42.31667,-87.85,0.2949808
1805,"60546","North Riverside","IL","708",6180,6764,"USA",41.85,-87.81667,0.2950162
1806,"60062","Northbrook","IL","708",32572,30778,"USA",42.13334,-87.83334,0.2952029
1807,"60164","Northlake","IL","708",12505,12166,"USA",41.9,-87.9,0.2952745
1808,"62269","O¿Fallon","IL","618",16064,12173,"USA",38.58333,-89.95,0.2953665
1809,"60521","Oak Brook","IL","708",9087,6676,"USA",41.85,-87.96667,0.2954186
1810,"60452","Oak Forest","IL","708",26202,25040,"USA",41.61666,-87.73333,0.2955687
1811,"60455","Oak Lawn","IL","708",56182,60590,"USA",41.71667,-87.73333,0.2958905
1812,"60303","Oak Park","IL","708",53648,54887,"USA",41.88334,-87.78333,0.2961979
1813,"62450","Olney","IL","618",8661,9026,"USA",38.73333,-88.08334,0.2962475
1814,"60477","Orland Hills","IL","708",5510,2784,"USA",,,0.2962791
1815,"60462","Orland Park","IL","708",35720,23045,"USA",41.63334,-87.86667,0.2964837
1816,"61350","Ottawa","IL","815",17528,18166,"USA",41.35,-88.85,0.2965841
1817,"60067","Palatine","IL","708",38894,32171,"USA",42.11666,-88.05,0.296807
1818,"60463","Palos Heights","IL","708",11478,11096,"USA",41.66667,-87.8,0.2968727
1819,"60465","Palos Hills","IL","708",17803,16654,"USA",41.7,-87.83334,0.2969747
1820,"62557","Pana","IL","217",5796,6040,"USA",39.38334,-89.08334,0.2970079
1821,"61944","Paris","IL","217",9016,9885,"USA",39.6,-87.7,0.2970596
1822,"60466","Park Forest","IL","708",24656,26222,"USA",41.48333,-87.66666,0.2972008
1823,"60068","Park Ridge","IL","708",36175,38704,"USA",42.03333,-87.85,0.297408
1824,"61554","Pekin","IL","309",32254,33967,"USA",40.58333,-89.66666,0.2975928
1825,"61601","Peoria","IL","309",113504,124160,"USA",40.7,-89.6,0.2982431
1826,"61614","Peoria Heights","IL","309",6930,7453,"USA",40.75,-89.58334,0.2982828
1827,"61354","Peru","IL","815",9302,10886,"USA",41.33333,-89.13333,0.2983361
1828,"60545","Plano","IL","708",5104,4875,"USA",41.66667,-88.53333,0.2983653
1829,"61764","Pontiac","IL","815",11428,11227,"USA",40.88334,-88.63333,0.2984308
1830,"61356","Princeton","IL","815",7197,7342,"USA",41.38334,-89.46667,0.298472
1831,"60070","Prospect Heights","IL","708",15236,11823,"USA",42.1,-87.93333,0.2985593
1832,"62301","Quincy","IL","217",39682,42554,"USA",39.93333,-91.38333,0.2987866
1833,"61866","Rantoul","IL","217",17212,20161,"USA",40.31667,-88.15,0.2988853
1834,"60471","Richton Park","IL","708",10523,9403,"USA",41.48333,-87.71667,0.2989455
1835,"60305","River Forest","IL","708",11669,12392,"USA",41.9,-87.81667,0.2990124
1836,"60171","River Grove","IL","708",9961,10368,"USA",41.93333,-87.83334,0.2990695
1837,"60627","Riverdale","IL","708",13671,13233,"USA",41.65,-87.61667,0.2991478
1838,"60546","Riverside","IL","708",8774,9236,"USA",41.83333,-87.81667,0.2991981
1839,"60472","Robbins","IL","708",7498,8853,"USA",41.65,-87.7,0.299241
1840,"62454","Robinson","IL","618",6740,7285,"USA",39,-87.73333,0.2992796
1841,"61068","Rochelle","IL","815",8769,8982,"USA",41.93333,-89.06667,0.2993298
1842,"61071","Rock Falls","IL","815",9669,10633,"USA",41.78333,-89.68333,0.2993852
1843,"61201","Rock Island","IL","309",40630,46821,"USA",41.5,-90.56667,0.299618
1844,"61125","Rockford","IL","815",139704,139712,"USA",42.26667,-89.1,0.3004184
1845,"60008","Rolling Meadows","IL","708",22598,20167,"USA",42.08333,-88.01667,0.3005478
1846,"60441","Romeoville","IL","815",14101,15519,"USA",41.65,-88.06667,0.3006286
1847,"60172","Roselle","IL","708",20803,17034,"USA",41.98333,-88.08334,0.3007478
1848,"60073","Round Lake Beach","IL","708",16406,12921,"USA",42.36666,-88.08334,0.3008418
1849,"60174","Saint Charles","IL","708",22620,17492,"USA",41.9,-88.31667,0.3009714
1850,"62881","Salem","IL","618",7470,7813,"USA",38.63334,-88.95,0.3010142
1851,"60548","Sandwich","IL","815",5607,5356,"USA",41.65,-88.61667,0.3010463
1852,"60411","Sauk Village","IL","708",9926,10906,"USA",41.48333,-87.56667,0.3011032
1853,"60194","Schaumburg","IL","708",68586,53355,"USA",42.03333,-88.08334,0.3014961
